sentence,collocations,label
bill squeezed himself_through the hole .,bill squeezed himself_through the hole .,1
bill sang himself_to_sleep .,bill sang himself_to_sleep .,1
bill squeezed the puppet through the hole .,bill squeezed the puppet through the hole .,1
bill sang sue to sleep .,bill sang sue to sleep .,1
the elevator rumbled itself to the ground .,the elevator rumbled itself to the ground .,0
"if the telephone_rang , it_could ring_itself silly .","if the telephone_rang , it_could ring_itself silly .",1
she_yelled hoarse .,she_yelled hoarse .,0
ted cried to sleep .,ted cried to sleep .,0
the tiger bled_to_death .,the tiger bled_to_death .,1
"he_coughed awake and we_were all overjoyed , especially sierra .","he_coughed awake and we_were all overjoyed , especially sierra .",1
"john coughed awake , rubbing_his nose and cursing under_his breath .","john coughed awake , rubbing_his nose and cursing under_his breath .",1
john coughed himself_awake on the bank of the lake_where he and bill_had their play .,john coughed himself_awake on the bank of the lake_where he and bill_had their play .,1
ron yawned himself_awake .,ron yawned himself_awake .,1
she_coughed herself awake_as the leaf landed on her_nose .,she_coughed herself awake_as the leaf landed on her_nose .,1
the worm wriggled onto the carpet .,the worm wriggled onto the carpet .,1
the chocolate_melted onto the carpet .,the chocolate_melted onto the carpet .,1
the ball wriggled itself loose .,the ball wriggled itself loose .,0
bill wriggled himself loose .,bill wriggled himself loose .,1
aliza wriggled her_tooth loose .,aliza wriggled her_tooth loose .,1
the off_center spinning flywheel shook itself loose .,the off_center spinning flywheel shook itself loose .,1
"the more you_eat , the less_you_want .","the more you_eat , the less_you_want .",1
"if_you_eat eat_more , you_want correspondingly_less .","if_you_eat eat_more , you_want correspondingly_less .",1
"when_you_eat eat_more , you_want correspondingly_less .","when_you_eat eat_more , you_want correspondingly_less .",1
"as_you_eat eat_more , you_want correspondingly_less .","as_you_eat eat_more , you_want correspondingly_less .",1
"the most you_want , the least you_eat .","the most you_want , the least you_eat .",0
"the angrier sue gets , the more fred admires_her .","the angrier sue gets , the more fred admires_her .",1
"the more that_you_eat , the less that_you want .","the more that_you_eat , the less that_you want .",1
"the angrier that sue gets , the more that fred admires_her .","the angrier that sue gets , the more that fred admires_her .",1
"i_think that the more you_eat , the less_you_want .","i_think that the more you_eat , the less_you_want .",1
"i'm_not shocked by the_idea that the more you_eat , the less_you_want .","i'm_not shocked by the_idea that the more you_eat , the less_you_want .",1
"it_is_obvious obvious_that the more you_eat , the less_you_want .","it_is_obvious obvious_that the more you_eat , the less_you_want .",1
"it_is not_entirely_clear clear_if the more you_eat , the less_you_want .","it_is not_entirely_clear clear_if the more you_eat , the less_you_want .",1
"i_want to explain_exactly why the more you_eat , the less_you_want .","i_want to explain_exactly why the more you_eat , the less_you_want .",1
"i demand_that the more john eats , the more he_pays .","i demand_that the more john eats , the more he_pays .",1
"i demand_that the more john eat , the more he pay .","i demand_that the more john eat , the more he pay .",0
"i demand_that john pay_more , the more he_eats .","i demand_that john pay_more , the more he_eats .",1
"i demand_that john pays_more , the more he eat .","i demand_that john pays_more , the more he eat .",0
"you_get angrier , the more we_eat , don't_you .","you_get angrier , the more we_eat , don't_you .",1
"you_get angrier , the more we_eat , don't we .","you_get angrier , the more we_eat , don't we .",0
"the harder_it has_rained , how_much_faster a flow that_appears in the river ?","the harder_it has_rained , how_much_faster a flow that_appears in the river ?",0
"the harder_it has_rained , how_much_faster a flow appears in the river ?","the harder_it has_rained , how_much_faster a flow appears in the river ?",1
"the harder_it rains , how_much_faster that do_you_run ?","the harder_it rains , how_much_faster that do_you_run ?",0
"the harder_it rains , how_much_faster do_you_run ?","the harder_it rains , how_much_faster do_you_run ?",1
"the harder_it rains , how_much_faster a flow do_you see in the river ?","the harder_it rains , how_much_faster a flow do_you see in the river ?",1
"the harder_it rains , how_much_faster a flow that do_you see in the river ?","the harder_it rains , how_much_faster a flow that do_you see in the river ?",0
"when_it_rains harder , how_much_faster a flow appears in the river ?","when_it_rains harder , how_much_faster a flow appears in the river ?",1
"as_it rains harder , how_much_faster a flow appears in the river ?","as_it rains harder , how_much_faster a flow appears in the river ?",1
"as_it rains harder , how_much_faster a flow that_appears in the river ?","as_it rains harder , how_much_faster a flow that_appears in the river ?",0
"when_it_rains harder , how_much_faster a flow that_appears in the river ?","when_it_rains harder , how_much_faster a flow that_appears in the river ?",0
"how_much_harder has it_rained , the faster a flow you_see in the river ?","how_much_harder has it_rained , the faster a flow you_see in the river ?",1
"how_much_harder has it_rained , when_you see a faster_flow in the river ?","how_much_harder has it_rained , when_you see a faster_flow in the river ?",1
"the more john eats , the tighter keep_your mouth_shut about_it .","the more john eats , the tighter keep_your mouth_shut about_it .",0
"the more everyone eat , the more john keeps_his big_mouth shut about_it , ok ?","the more everyone eat , the more john keeps_his big_mouth shut about_it , ok ?",0
"when_john eats_more , keep_your mouth_shut tighter , ok ?","when_john eats_more , keep_your mouth_shut tighter , ok ?",1
"as_john eats_more , keep_your mouth_shut tighter , ok ?","as_john eats_more , keep_your mouth_shut tighter , ok ?",1
"keep_your mouth_shut tighter , the more john eats , ok ?","keep_your mouth_shut tighter , the more john eats , ok ?",1
"everyone keep_your mouth_shut tighter , the more john eats , ok ?","everyone keep_your mouth_shut tighter , the more john eats , ok ?",1
"i_simply_can well_imagine the more him_eating , the fatter him_getting .","i_can well_imagine the more him_eating , the fatter him_getting .",0
bill can well_imagine getting_fat .,bill can well_imagine getting_fat .,1
"bill can well_imagine the more he_eats , the fatter getting .","bill can well_imagine the more he_eats , the fatter getting .",0
"fred can well_imagine joe getting_fatter , the more he_eats .","fred can well_imagine joe getting_fatter , the more he_eats .",1
"it_is important the more you_eat , the more_careful to be .","it_is important the more you_eat , the more_careful to be .",0
"it_is important for the more you_eat , the more_careful to be .","it_is important for the more you_eat , the more_careful to be .",0
"it_is important the more you to eat , the more_careful to be .","it_is important the more you to eat , the more_careful to be .",0
"it_is important the more you_eat , the more_careful you to be .","it_is important the more you_eat , the more_careful you to be .",0
"it_is important the more you_eat , the more_careful for you to be .","it_is important the more you_eat , the more_careful for you to be .",0
"it_is important for the more you to eat , the more_careful to be .","it_is important for the more you to eat , the more_careful to be .",0
"it_is important for the more you to eat , the more_careful for you to be .","it_is important for the more you to eat , the more_careful for you to be .",0
"it_is important the more you to eat , the more_careful for you to be .","it_is important the more you to eat , the more_careful for you to be .",0
"it_is important for the more you_eat , the more_careful you to be .","it_is important for the more you_eat , the more_careful you to be .",0
"it_is important for you to be_more_careful , the more you_eat .","it_is important for you to be_more_careful , the more you_eat .",1
"it_is important to be_more_careful , the more you_eat .","it_is important to be_more_careful , the more you_eat .",1
i_can well_imagine quickly mary answering_the_question .,i_can well_imagine quickly mary answering_the_question .,0
i_can well_imagine with a hatchet mary destroying the jeep .,i_can well_imagine with a hatchet mary destroying the jeep .,0
"i_simply_can well_imagine if_he eats_more , him_getting fat .","i_can well_imagine if_he eats_more , him_getting fat .",0
"it_is not_entirely obvious_if , mary listens to the_grateful_dead , she_gets depressed .","it_is not_entirely obvious_if , mary listens to the_grateful_dead , she_gets depressed .",0
"it_is not_entirely obvious_whether , mary listens to the_grateful_dead , she_gets depressed .","it_is not_entirely obvious_whether , mary listens to the_grateful_dead , she_gets depressed .",0
mary listens to the_grateful_dead and she_gets depressed .,mary listens to the_grateful_dead and she_gets depressed .,1
"if mary listens to the_grateful_dead , she_gets depressed .","if mary listens to the_grateful_dead , she_gets depressed .",1
"when_mary listens to the_grateful_dead , she_gets depressed .","when_mary listens to the_grateful_dead , she_gets depressed .",1
mary_gets depressed_if she_listens to the_grateful_dead .,mary_gets depressed_if she_listens to the_grateful_dead .,1
mary_gets depressed_when she_listens to the_grateful_dead .,mary_gets depressed_when she_listens to the_grateful_dead .,1
"the more she_looked at pictures , the angrier mary got .","the more she_looked at pictures , the angrier mary got .",1
"the more_pictures mary looked atthe , she_got angrier and angrier .","the more_pictures mary looked at , she_got angrier and angrier .",0
mary_gets depressed and she_listens to the_grateful_dead .,mary_gets depressed and she_listens to the_grateful_dead .,1
"the higher the_stakes are , the lower his_expectations are .","the higher the_stakes are , the lower his_expectations are .",1
"the higher the_stakes , the lower his_expectations .","the higher the_stakes , the lower his_expectations .",1
"his_expectations are_lower , the higher the_stakes .","his_expectations are_lower , the higher the_stakes .",1
"his_expectations are_lower , the higher the_stakes are .","his_expectations are_lower , the higher the_stakes are .",1
"his_expectations lower , the higher the_stakes .","his_expectations lower , the higher the_stakes .",0
"his_expectations lower , the higher the_stakes are .","his_expectations lower , the higher the_stakes are .",0
"the more_obnoxious fred_is , the less_attention you_should pay to him .","the more_obnoxious fred_is , the less_attention you_should pay to him .",1
"the more_obnoxious fred , the less_attention you_should pay to him .","the more_obnoxious fred , the less_attention you_should pay to him .",0
"the more fred_is obnoxious , the less you_should pay_attention to him .","the more fred_is obnoxious , the less you_should pay_attention to him .",1
"the more_obnoxious fred , the less you_should pay_attention to him .","the more_obnoxious fred , the less you_should pay_attention to him .",0
his_expectations are_always lower_than mine .,his_expectations are_always lower_than mine .,1
john_was lots_more obnoxious than fred_was .,john_was lots_more obnoxious than fred_was .,1
"you_should_always always_lock your_door , no_matter_how how_fancy the hotel_might_be .","you_should_always always_lock your_door , no_matter_how how_fancy the hotel_might_be .",1
"you_should_always when_you_park your_door , no_matter_how how_fancy the hotel .","you_should_always always_lock your_door , no_matter_how how_fancy the hotel .",1
"i_don't_plan to door_unlocked , no_matter_how how_fancy this_hotel is .","i_don't_plan to lock_the_door , no_matter_how how_fancy this_hotel is .",1
"i_don't_plan to lock_the_door , no_matter_how how_fancy this_hotel .","i_don't_plan to lock_the_door , no_matter_how how_fancy this_hotel .",0
"i'm_going out , whatever_the_weather .","i'm_going out , whatever_the_weather .",1
"i'm_going out , wherever that hurricane might_be .","i'm_going out , wherever that hurricane might_be .",1
"i'm_going out , wherever that hurricane .","i'm_going out , wherever that hurricane .",0
the more_examples mary_says that bill_has helped fred to discover the more i_believe_her .,the more_examples mary_says that bill_has helped fred to discover the less i_believe_her .,1
the more_food mary knows a man_that eats the poorer she_gets .,the more_food mary knows a man_that eats the poorer she_gets .,0
the fatter he_goes to a doctor_when he_gets the more he_eats .,the fatter he_goes to a doctor_when he_gets the more he_eats .,0
"the fatter that that_he gets bothers_him , the more he_eats .","the fatter that that_he gets bothers_him , the more he_eats .",0
"the more_books i_ask to whom_he will_give , the more he_reads .","the more_books i_ask to whom_he will_give , the more he_reads .",0
the more_people i_ask what_he will_give to the more he_reads .,the more_people i_ask what_he will_give to the more he_reads .,0
the more_carefully he words the letter the safer he'll_be .,the more_carefully he words the letter the safer he'll_be .,1
the more_carefully he_knows a man_that worded the short_letter the safer he'll_be .,the more_carefully he_knows a man_that worded the letter the safer he'll_be .,0
"the more geniuses john meets , the angrier he_gets .","the more geniuses john meets , the angrier he_gets .",1
"the more john meets geniuses , the angrier he_gets .","the more john meets geniuses , the angrier he_gets .",0
"the more_people you_say will_buy tickets , the happier i'll_be .","the more_people you_say will_buy tickets , the happier i'll_be .",1
"the more_people you_say that_will buy_tickets , the happier i'll_be .","the more_people you_say that_will buy_tickets , the happier i'll_be .",0
"the more_people you_say that right_after the show_opens will_buy tickets , the happier i'll_be .","the more_people you_say that right_after the show_opens will_buy tickets , the happier i'll_be .",1
"the more i_talk to joe , the less_about linguistics i_am_inclined to think sally_has taught_him to appreciate .","the more i_talk to joe , the less_about linguistics i_am_inclined to think sally_has taught_him to appreciate .",1
"the more he_eats , the poorer he_knows a_woman whatever_gets .","the more he_eats , the poorer he_knows a_woman that_gets .",0
"the more he_eats , the fatter he_goes to a doctor_when he_gets .","the more he_eats , the fatter he_goes to a doctor_when he_gets .",0
"the more he_eats , the fatter that that_he gets_really bothers_me .","the more he_eats , the fatter that that_he gets_really bothers_me .",0
"the more he_reads , the more_books i_wonder to whom_he will_give .","the more he_reads , the more_books i_wonder to whom_he will_give .",0
"the more he_reads , the more_people i_wonder what_he will_give to .","the more he_reads , the more_people i_wonder what_he will_give to .",0
"the_sooner_you you_call , the more_carefully i_know a man_that_will word the letter .","the_sooner_you you_call , the more_carefully i_know a man_that_will word the letter .",0
"the richer john_gets , the more geniuses john meets .","the richer john_gets , the more geniuses john meets .",1
"the richer he_gets , the more john meets geniuses .","the richer he_gets , the more john meets geniuses .",0
"the more_articles he_reads , the fewer_people he_thinks will_go_into linguistics .","the more_articles he_reads , the fewer_people he_thinks will_go_into linguistics .",1
"the more_articles he_reads , the fewer_people he_thinks that_will go_into linguistics .","the more_articles he_reads , the fewer_people he_thinks that_will go_into linguistics .",0
"the more_articles he_reads , the fewer_people he_thinks that under the current_circumstances will_go_into linguistics .","the more_articles he_reads , the fewer_people he_thinks that under the current_circumstances will_go_into linguistics .",1
"the more_articles he_reads , the fewer_people he_thinks under the current_circumstances will_go_into linguistics .","the more_articles he_reads , the fewer_people he_thinks under the current_circumstances will_go_into linguistics .",1
"the more_people that arrive , the louder that_it gets .","the more_people that arrive , the louder that_it gets .",1
"the more_people that arrive , the louder it_gets .","the more_people that arrive , the louder it_gets .",1
"the more_people you_give beer to , the more_people that get_sick .","the more_people you_give beer to , the more_people that get_sick .",1
"the more_people that_you give beer to , the more_people that get_sick .","the more_people that_you give beer to , the more_people that get_sick .",1
"the more_people arrive , the louder that_it gets .","the more_people arrive , the louder that_it gets .",1
"the more_people arrive , the louder it_gets .","the more_people arrive , the louder it_gets .",1
"the more_people that_you give beer to , the more_people get_sick .","the more_people that_you give beer to , the more_people get_sick .",1
the more_pictures of john that_he_buys the more_arrogant he_becomes .,the more_pictures of john that_he_buys the more_arrogant he_becomes .,0
the more_pictures of himself that john buys the more_arrogant he_becomes .,the more_pictures of himself that john buys the more_arrogant he_becomes .,1
the man_that arrived on the train_was my_brother .,the man_that arrived on the train_was my_brother .,1
the man_arrived on the train_was my_brother .,the man_arrived on the train_was my_brother .,0
"the more_people everyone_who likes pays_attention to , the happier we_all are .","the more_people everyone_who likes pays_attention to , the happier we_all are .",0
"the later_it gets , the more_people everyone_who likes pays_attention to .","the later_it gets , the more_people everyone_who likes pays_attention to .",0
"whenever bill smokes , susan hates_him all the more .","whenever bill smokes , susan hates_him all the more .",1
"whenever bill belches , susan hates_him much_more .","whenever bill smokes , susan hates_him much_more .",1
"whenever bill smokes , susan hates_him far_more .","whenever bill smokes , susan hates_him far_more .",1
"whenever bill smokes , susan hates_him a_lot more .","whenever bill smokes , susan hates_him a_lot more .",1
"once janet left , fred became all the crazier .","once janet left , fred became all the crazier .",1
"once janet left , fred became_much crazier .","once janet left , fred became_much crazier .",1
"once janet left , fred became_far crazier .","once janet left , fred became_far crazier .",1
"fred became all the crazier , the more_often janet left .","fred became all the crazier , the more_often janet left .",1
"when bill smokes , all the more does susan hate_him .","when bill smokes , all the more does susan hate_him .",1
"when bill smokes , much_more does susan hate_him .","when bill smokes , much_more does susan hate_him .",0
"when bill smokes , all the more susan hates_him .","when bill smokes , all the more susan hates_him .",0
so_much did_you_eat that_everyone gasped .,so_much did_you_eat that_everyone gasped .,1
so_quickly did_you_run that_everyone gasped .,so_fast did_you_run that_everyone gasped .,1
so_intelligent a dog_did you_buy that_everyone gasped .,so_intelligent a dog_did you_buy that_everyone gasped .,1
i_know how_much you_ate .,i_know how_much you_ate .,1
i_know how_fast_you ran .,i_know how_fast_you ran .,1
i_know how_intelligent a dog you_bought .,i_know how_intelligent a dog you_bought .,1
he_ate so_much that_he got_sick .,he_ate so_much that_he got_sick .,1
so_much did_he eat that_he got_sick .,so_much did_he eat that_he got_sick .,1
"the more you_eat , the more you_want .","the more you_eat , the more you_want .",1
"you_eat the more , the more you_want .","you_eat the more , the more you_want .",0
"the more you_eat , you_want the more .","the more you_eat , you_want the more .",0
i_wonder you_ate how_much .,i_wonder you_ate how_much .,0
i_wonder to how_many people bill talks .,i_wonder to how_many people bill talks .,1
"the longer he_has to wait_hours , the angrier john_gets .","the longer he_has to wait , the angrier john_gets .",1
"if_he has to wait , john_gets angry .","if_he has to wait , john_gets angry .",1
"he_gets_angry , the longer john_has to wait_hours .","he_gets_angry , the longer john_has to wait .",0
he_gets_angry angry_if john_has to wait_hours .,he_gets_angry angry_if john_has to wait .,0
"the more that pictures_of_him him_appear in the news , the more_embarrassed john becomes .","the more that pictures_of_him him_appear in the news , the more_embarrassed john becomes .",1
"the more_pictures of himself that_appear in the news , the more_embarrassed john becomes .","the more_pictures of himself that_appear in the news , the more_embarrassed john becomes .",1
"the more that pictures_of_himself himself_appear in the news , the more_embarrassed john becomes .","the more that pictures_of_himself himself_appear in the news , the more_embarrassed john becomes .",1
"the more_pictures of him_appear in the news , the less_likely john is to go_to_jail .","the more_pictures of him_appear in the news , the more_likely john is to get_arrested .",1
"the more_pictures of himself_appear in the news , the less_likely john is to get_arrested .","the more_pictures of himself_appear in the news , the more_likely john is to get_arrested .",0
"the more that pictures_of_him him_appear in the news , the more_likely john is to go_to_jail .","the more that pictures_of_him him_appear in the news , the more_likely john is to get_arrested .",1
"the more that pictures_of_himself himself_appear in the news , the less_likely john is to get_arrested .","the more that pictures_of_himself himself_appear in the news , the more_likely john is to get_arrested .",0
"the more that john_gets upset by them , the more that_stories_about about_him seem to show_up in the news .","the more that john_gets upset by them , the more that_stories_about about_him seem to show_up in the news .",1
"the more that john_gets upset by them , the more that_stories_about about_himself seem to show_up in the news .","the more that john_gets upset by them , the more that_stories_about about_himself seem to show_up in the news .",0
"john is_more embarrassed , the more_pictures of him_appear in the news .","john is_more embarrassed , the more_pictures of him_appear in the news .",1
"john is_more embarrassed , the more_pictures of him_that appear in the news .","john is_more embarrassed , the more_pictures of him_that appear in the news .",1
"john is_more embarrassed , the more_pictures of himself_appear in the news .","john is_more embarrassed , the more_pictures of himself_appear in the news .",1
"john is_more embarrassed , the more_pictures of himself that_appear in the news .","john is_more embarrassed , the more_pictures of himself that_appear in the news .",1
"stories_about_him him_seem to show_up more on the evening_news , the more that john_gets upset by them .","stories_about_him him_seem to show_up more on the evening_news , the more that john_gets upset by them .",1
"stories_about himself seem to show_up more on the evening_news , the more that john_gets upset by them .","stories_about himself seem to show_up more on the evening_news , the more that john_gets upset by them .",0
"if_you give_him enough opportunity , every_senator will_succumb to corruption .","if_you give_him enough opportunity , every_senator will_succumb to corruption .",1
you_give him_enough opportunity and every_senator will_succumb to corruption .,you_give him_enough opportunity and every_senator will_succumb to corruption .,1
"we_gave_him him_enough opportunity and , sure_enough , every_senator succumbed to corruption .","we_gave_him him_enough opportunity and , sure_enough , every_senator succumbed to corruption .",0
"if_you give_any senator enough_though opportunity , he_will succumb to corruption .","if_you give_any senator enough opportunity , he_will succumb to corruption .",1
you_give any senator enough opportunity and he_will succumb to corruption .,you_give any senator enough opportunity and he_will succumb to corruption .,1
you_give every_senator enough opportunity and he_will succumb to corruption .,you_give every_senator enough opportunity and he_will succumb to corruption .,0
"we_gave any senator enough opportunity and , sure_enough , he_succumbed to corruption .","we_gave any senator enough opportunity and , sure_enough , he_succumbed to corruption .",0
"we_gave every_senator enough opportunity and , sure_enough , he_succumbed to corruption .","we_gave every_senator enough opportunity and , sure_enough , he_succumbed to corruption .",0
"the more lobbyists he_talks to , the more_corrupt every_senator seems to become .","the more lobbyists he_talks to , the more_corrupt every_senator seems to become .",1
"the more lobbyists wine and dine him , the more every_senator is_susceptible to corruption .","the more lobbyists wine and dine him , the more every_senator is_susceptible to corruption .",1
"the more_time that_every senator spends with lobbyists , the less_likely he_succumbs to corruption .","the more_time that_every senator spends with lobbyists , the more_likely he_succumbs to corruption .",0
"every_senator becomes_more corrupt , the more lobbyists he_talks to .","every_senator becomes_more corrupt , the more lobbyists he_talks to .",1
"any senator becomes_more corrupt , the more lobbyists he_talks to .","any senator becomes_more corrupt , the more lobbyists he_talks to .",1
"he_seems to become_more corrupt , the more lobbyists any senator talks to .","he_seems to become_more corrupt , the more lobbyists any senator talks to .",0
"he_seems to become_less corrupt , the more lobbyists every_senator talks to .","he_seems to become_more corrupt , the more lobbyists every_senator talks to .",0
"every_senator seems to become_less corrupt , if_he talks to more lobbyists .","every_senator seems to become_more corrupt , if_he talks to more lobbyists .",1
"any senator seems to become_more corrupt , if_he talks to more lobbyists .","any senator seems to become_more corrupt , if_he talks to more lobbyists .",1
"any senator seems to become_more corrupt , as_he_talks to more lobbyists .","any senator seems to become_more corrupt , as_he_talks to more lobbyists .",1
"he_seems to become_less corrupt , if_any senator talks to more lobbyists .","he_seems to become_more corrupt , if_any senator talks to more lobbyists .",0
"he_seems to become_less corrupt , if every_senator talks to more lobbyists .","he_seems to become_more corrupt , if every_senator talks to more lobbyists .",0
"he_seems to become_more corrupt , as every_senator talks to more lobbyists .","he_seems to become_more corrupt , as every_senator talks to more lobbyists .",0
"he_seems to become_less corrupt , as_any senator talks to more lobbyists .","he_seems to become_more corrupt , as_any senator talks to more lobbyists .",0
"the_sooner_you solve_this_problem , the more_easily you'll satisfy the folks up at corporate_headquarters .","the_sooner_you solve_this_problem , the more_easily you'll satisfy the folks up at corporate_headquarters .",1
this_is the sort_of_problem problem_which the_sooner_you you_solve the more_easily you'll satisfy the local_guys up atthe corporate_headquarters .,this_is the sort_of_problem problem_which the_sooner_you you_solve the more_easily you'll satisfy the folks up at corporate_headquarters .,1
"the folks up at corporate_headquarters_are the sort of people_who the_sooner_you solve_this_problem , the more_easily you'll satisfy .","the folks up at corporate_headquarters_are the sort of people_who the_sooner_you solve_this_problem , the more_easily you'll satisfy .",1
"this_problem , the_sooner_you you_solve the more_easily you'll satisfy the folks up at corporate_headquarters .","this_problem , the_sooner_you you_solve the more_easily you'll satisfy the folks up at corporate_headquarters .",1
who_did you_give pictures of to friends of ?,who_did you_give pictures of to friends of ?,1
it_is this_problem that the_sooner_you you_solve the more_easily you'll satisfy the folks up at corporate_headquarters .,it_is this_problem that the_sooner_you you_solve the more_easily you'll satisfy the folks up at corporate_headquarters .,1
"it_is the 20_somethings up at corporate_headquarters who the_sooner_you solve_this_problem , the more_easily you'll satisfy .","it_is the folks up at corporate_headquarters who the_sooner_you solve_this_problem , the more_easily you'll satisfy .",0
"which problem the_sooner_you you_solve , will the more_easily you satisfy the folks up atthe corporate_headquarters ?","which problem the_sooner_you you_solve , will the more_easily you satisfy the folks up at corporate_headquarters ?",0
"which problem_does the_sooner that_you_solve , the more_easily you'll satisfy the folks up at corporate_headquarters ?","which problem_does the_sooner that_you_solve , the more_easily you'll satisfy the folks up at corporate_headquarters ?",0
"which problem the_sooner that_you_solve , will the more_easily you satisfy the local_guys up at corporate_headquarters ?","which problem the_sooner that_you_solve , will the more_easily you satisfy the folks up at corporate_headquarters ?",0
"the harder_it rains , the faster who_runs ?","the harder_it rains , the faster who_runs ?",0
"the louder who_talks , the angrier you_receive ?","the louder who_talks , the angrier you_get ?",0
"the harder that_it rains , how_much_faster a flow do_you see in the river ?","the harder that_it rains , how_much_faster a flow do_you see in the river ?",1
"they_failed to_tell_me which problem the_sooner i solve , the quicker the folks up at corporate_headquarters .","they_failed to_tell_me which problem the_sooner i solve , the quicker the folks up at corporate_headquarters .",1
