sentence1,sentence2,label
legislation_making more_at_risk i_favor industry_and_consumers while_filing erase_their natural_method while_at_school bankruptcy_court who_won real-world_data rs_7 excused_absence in_march unique_and_memorable,"Legislation making it harder for consumers to erase their debts in bankruptcy court won speedy , House approval in March and was endorsed by the White House .",0
"with_an_award-winning 18.01 capacity_utilization 10.73 incwuding which_you_usually 0.7_percent contains_a_small methods_to_use 1,514 population_there 74 since_added","The Nasdaq Composite index , full of technology stocks , was lately up around 18 points .",0
"rabbi_who personalized_note seven-inning nor_should 2_pp checkout_” we_just_saw bvn travels_pvt 480,000 fueling_your find_the_definition great_introductory",De Sole said in the results statement that group performance would improve in the second half of the year and beyond .,1
"he_told bridges_can_be daily_mirror that_it_saves nomo hussein created_via s_daughters had australian_students union_through xeloda art_miami particular_space but_continued student_who_wishes preapproved instead_of_every youngstown almost_4,000",""" Saddam 's daughters had British schools and hospitals in mind when they decided to ask for asylum -- especially the schools , "" he told The Sun .",1
gyorgy heizler relatively_untouched deka term_paper_topics use_dynamic territorial_governments corps_’ important_medical said guaranteed_minimum coach_was sick_and_wounded 99.2 passengers principle_–,"The head of the local disaster unit , Gyorgy Heizler , said the coach driver had failed to heed red stop lights .",0
rudder_was most_recently_senior vice_president waste_management_services iron_filings purebred_dog offer_a_lifetime social_campaign theological bullhorn period_april,"Senior Vice President Eric Rudder , formerly head of the Developer and Platform Evangelism unit , will lead the new entity .",0
necessary_to_begin over_180_countries bahria bellow_are settlement_offers command_shell firm_said_it chapters_have allowed_foreign companies_to_engage within_the_nineteen prisoners_’ logging tracks_which imperial_navy staff_needs eom these_merchants nuclear_activities each_independently,Internal chaos has allowed foreign companies to set up damaging commercial logging and fishing operations without proper monitoring or export controls .,0
her_creations worked_towards agencies_will_have family_that_loves 10/10_would written_below national_infertility personal_support broke_one left_her_home if_a_valid bahar would_lead design_examples find_a_convenient …_how_could 20p dc_metropolitan evenly_onto living_wages jewish_question easy-to-use_web have_you_entered infertility fda_approves accompanying_you,"Sheena Young , a spokesman for Child , the national infertility support network , said the proposed guidelines should lead to a more "" fair and equitable "" service for infertility sufferers .",1
senior_fitness saludos you_find_him also_correct ll_see a_substantial_amount 13_users job_growth exist_throughout the_live_show three_years_’ new_sights presented_as_well he_commented this_empowers makes_buying madden_ultimate market_could mix_through jobs_lost abuse_of_our,""" I think you 'll see a lot of job growth in the next two years , "" said Mankiw .",0
blood_donation_camp ident finder was_thrust_into was_a_novel mechanism_used whether_individuals s folders whether_working solid-state_drive 28_de multiple_websites consumers_could edit_files warm_and_cold removable_media you_if_needed socialist_worker providing control_feature tears_during,"Panther 's redesigned Finder navigation tool puts a user 's favourite folders , hard drive , network servers , iDisk and removable media in one location .",1
annoyances_that tropical_cyclone tell-tale_signs 2801 dials_are recently_spotted gsapp elca his_pipe western_portions been_devastating following_the_financial international_chain cooling_technologies its_own_form united_republic kalutara woman_who_will multiple_students is_imprisoned i_admit_that jaworski joining_a_group,"Tropical storm warnings were in place Thursday for Jamaica and Haiti and watches for the western Dominican Republic , the southeastern Bahamas and the Turks and Caicos islands .",1
miracles_happen federal_magistrate foreclosure_property umr ordered_him psyching translations_that release_all actions_when,"Zuccarini was ordered held without bail Wednesday by a federal judge in Fort Lauderdale , Fla .",1
shares_jumped bmi_of_25 which_invariably above_is_considered enough_iron re-telling 60 taking_good above_is_considered considered_obese distorted_view,"A BMI between 18.5 and 24.9 is considered normal , over 25 is considered overweight and 30 or greater is defined as obese .",0
11.04 ’_re_stepping issuing_bonds jugando cerrado struck convincing_arguments bare-minimum stock_value roughly_one billion_debt communication_error deal_that will_be_merged on_15th_august alsop,"But six months ago , the two sides managed to strike a $ 6.8-billion debt rollover deal , which expires in August .",1
inhibited children_naturally online_trolls play_it_safe maintains_strict new_people_who rocco_forte vitrines system_improves students_ranging challenging_issues economia but_the_pace uninhibited private_patients dialog_that approach_them vanity_white,"Simply put , shy invividuals tend to be more timid with new people and situations .",1
i_just_needed late_enough inject very_unattractive most_beautiful people_into currently_still most_renowned provides_space registration_before everybody_says year_on_sunday inside_the_grand grand_central game_being_played home_business_ideas,""" I wanted to bring the most beautiful people into the most beautiful building , "" Tunick said Sunday .",1
as_patron thumb_would standard_design about_the_newest recession_has yates_’ s_60 in_phase_1 future_sessions spx ya_i just_fell 10.75 crucial_areas but_very_much some_stones 2.03 over_60_percent inclusion quaker_state rendon freeholders trailer_which free_guided,"The S & P 500 index was up 1.26 , or 0.1 percent , to 1,039.32 after sinking 10.75 yesterday .",0
wolf_blitzer will_return bond_market_is earth_... oct deep_set 8_2018 because_it_creates the_decision_making medicine_clinic winged_creatures s_cattle argonauts first_implemented u used_to_denote s_a_genius same_button astronaut erick tsai the_12_hour your_arrow yuri_malenchenko via_a_different,Currently living onboard the space station are American astronaut Ed Lu and Russian cosmonaut Yuri Malenchenko .,0
india_are middle-income_country several_countries then_wake_up newcastle-under-lyme - largest_revenue facp eliminates_any highest_safety totaling_more wishes_to_have $ 130_billion game_description,"Although a small city-state , Singapore is the 12th-largest trading partner of the United States , with trade volume of $ 33.4 billion last year .",1
stuff_so_i substantial_gains syrians_are entered_the_public 802.3_af six_month_old new_orders timber_sash state_revenue their_trials will_extract amazon_but,"Sub-indexes measuring prices , new orders , inventories and exports increased .",1
liquid_handling airtight_glass manned_flight was_halted yesterday broader_implications savings_time shares_fell published_on_october promenade_is $ 3.01 whatever_fruit,"The New York Stock Exchange suspended trading yesterday in Loral , which closed at $ 3.01 Friday .",1
trailing_twelve_months hand_out porro any_last-minute operations_will be wooden_stakes extremely_delicate regular_ticket cutting_services,That beat the company 's April earnings forecast of 8 to 9 cents a share .,0
he_plans most_effective_one enjoy_breakfast is_hoping_that troops gillian kosovo livery_is s stronger_u by_choosing_our s service_24/7 korle seniors_– crankworx bondsteel 14_p,"After that , he plans to have dinner at Camp Bondsteel with U.S. troops stationed there .",1
their_shoppers i_allow_my larger_perspective bishop_james breakfast_where penney_co ”_the_guardian reed_exhibitions most_judges recently_agreed the_incumbent his_dark_materials 05:50 walgreen_co herself_had when_warranted aggression_that impact_performance night_started transmission_work on_monday tell_it_what,Retailers J.C. Penney Co . Inc . JCP.N and Walgreen Co . WAG.N kick things off on Monday .,1
prosecutors_filed climates_where exercise_and_fitness informing dunsmore they_intend before_the_bridge want_to_encourage executive_action option_then,He added that prosecutors will seek the death penalty .,1
last_year infringement steelworker this_mazda s_school voucher_program early-stage_breast song_was_recorded 12-0 that_amazon_is vouchers_are international_justice if_they provide_parents our_statewide versatile_option above_elements religious empire_city your_scheduled_time little_more_light,"Last year , the court ruled 5-4 in an Ohio case that government vouchers are constitutional if they provide parents with choices among a range of religious and secular schools .",1
he_hit testicular_cancer inland_lake after_the_walk tests_showed this_tune_is regulator_was technical_brief,"Armstrong , 31 , battled testicular cancer that spread to his brain .",0
his_editor mécanique he_is_obviously their_trespasses financial_and_environmental obstruct_justice large-scale_public their_suspicions s_suggested_retail a_grand_jury .._if_i was so_one_day have_literally tried_separately subduing,Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury .,1
osmond proposed regain_lost little_relief coach_– were_exhausted can_provide_significant do_to_celebrate even_while_he sherriff since_the_completion moved_into non-greasy_formula,Pete Slover reported from Laredo and Gromer Jeffers from Albuquerque .,0
the_goan millions_of_patients nashville_was is_expected you_are_prepared rising_market share_of_global this_year they_upload strong_friendship 9.5_percent remembers_how ponzu,"The Americas market will decline 2.1 percent to $ 30.6 billion in 2003 , and then grow 15.7 percent to $ 35.4 billion in 2004 .",1
this_seemingly group_will_be be_headed have_continually asbo official_john s_strictly aldous gumby recently_made_its who_has_served somehow_lost conference_on_climate he_allowed_himself macao asking_how_they excellent_tour scottish_fa hazarika périgueux,"The group will be headed by John S. Wolf , an assistant secretary of state who has served in Australia , Vietnam , Greece and Pakistan .",1
sad_i licensing_authority work_out light_began eu-uk u2022 s actual_plan her_execution but_harry the_average_monthly best_handyman paying_extra ultrasound_guidance 703 if_your_estate month_of_january was_actually a_good_mentor savings currently_open german_foreign_minister nearly_rs 30_annually no_learning_curve,An average residential customer paying $ 840 a year for electricity could see a savings of $ 30 annually .,0
source_video has_said nearly_everything_i future_benefits to_clarify its_earnings single_map 2011_through 2008 series_sweep,"The company had announced in January that it would have to restate earnings for 2002 , 2001 and perhaps 2000 .",1
every_3_days pendulum_has off_road stati enjoyed_staying u tast s including_charles five_cents motorcycle_manufacturer pepsico_inc public_boat_ramp mpb device_then pestis were_likely narwal be planet_saturn high_biological esquire_magazine actual_meeting,Results from No. 2 U.S. soft drink maker PepsiCo Inc . ( nyse : PEP - news - people ) were likely to be in the spotlight .,1
“_claims_” considered_a_form severely_limits mcafee's amt that_will give_special economic_success complete_certain our_local_communities maximum_altitude the_next one-term can_tell_my massive_unemployment,""" The result is an overall package that will provide a significant economic growth for our employees over the next few years , "" he said .",1
these_exchanges songs_are large_led net_in_relation currently_unemployed 4hr seta can_move_up witnesses_may fns universal_app see_ya chairs_furniture album top_48,The company will offer songs for 99 cents and albums for $ 9.95 .,1
extreme_high through_ten college_affordability want_advice was_definitely talked_up by_mercer where_google that_hosts my_husband_really was_praised crucial_because_it besides_you smaller_purchases that_were until_everything earnings would_also_benefit margins cash_flow_positive design_small,"The talk , however , has been downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow-accretive .",1
icahn class_a_shares shares_were your_frozen 5_employees at up_to_usd i_currently_do specifically_for_their fell_more upon_the_amount boeing_was its_credibility contractile,The stock rose 48 cents to $ 30 yesterday in Nasdaq Stock Market trading .,1
the_huffington_post said diverse_offering forces_into their_autumn lend_credence hopefully_the_weather resurrected_by_properly accommodate_other whose_birth middle_50 event_open barriers_preventing accommodate long-term_environmental president_’ s_firing public's,"The plant plans to shut down its first shift and parts of the second shift Monday to accommodate the president 's appearance , Crosby said .",1
he_explained_he announces_he track_visitor wrigleyville northeast_region american_workers_are has_been_studied a_major_disadvantage 30x30 still_hopeful murder_and_mayhem understood_to_mean,"His body was found July 25 , and former teammate Carlton Dotson has been charged in his shooting death .",0
0.5_billion boxing_as be_distinctly specific_processes controversy_among offenses_committed audience solution_including kirstie fast-paced we'd_love_you were_truly share_why_you traders_could mai's tinkoff paper_called,Several of the audience questions were new to the candidates as well .,1
"innocent_human política_de the_clarion support_customer road_deaths approached crown can_keep_things kmh 6,200 children_face been_harmed first_demonstrated bath_and_separate her_symptoms diseases_that_have virus first_appeared hast_given china in_november way_we_read","The global death toll from SARS was at least 767 , with more than 8,300 people sickened since the virus first appeared in southern China in November .",1
follow_what_is ninja_warrior already_crossed each_win giao july_8 u veteran_and_military s ninos clutters ..._we_would hunting_game former_east propria saddam_hussein emailed_response s_fallen my_formal hard_finding,"Twenty-seven Iraqis were killed , pushing the number of opposition deaths to about 100 in a U.S. operation to hunt down supporters of Saddam Hussein 's fallen regime .",0
sassanian african_americans then_had follow-up_examinations after_ten as_we_honor 15 brewing's two_presidents list_please,"The women had follow-up examinations in 1974-75 , 1980-81 and 1992-93 , but were not asked about stress again .",0
ergonomic_office companywide jets_were allowed_to_hold be_delivered even_introduced january_2008 more_than_10000,The Bombardier and Embraer aircraft will be delivered to U.S. Airways by September 2006 .,0
contrary elite_class what_eventually peoplesoft a_practitioner's would_have “_source_” toilet_partitions dotnetnuke we_intend paying_per fully_support their_hr existing_customers impeach_him brands_and_products shady_places providing_electrical insurmountable_task read_.. broughton quality_industrial,"Ellison said that contrary to the contentions of PeopleSoft management , Oracle intends to "" fully support PeopleSoft customers and products "" for many years to come .",1
application_intelligence will_be found_on_each blend_– indian_government_is r_� decide_it's smartdefense applicant_who 2-5_minutes this_is breaks_down whilst_creating firewall local_hockey mepc who_don't_get,"The new application intelligence features will be available June 3 and are included with the SmartDefense product , which comes with FireWall-1 .",0
la-based james_patrick three_poems was_engineered elia_kazan mm_jack the_blacklist towards_a_global unsurpassable meat_while right_action an_annotated 21:13 ltd_in_4,"Note the subheading of this terrible parable in the "" American Masters "" series , "" Arthur Miller , Elia Kazan and the Blacklist : None Without Sin . """,0
successful_because_it …_stay_tuned shiner spill-over 2020_season operation_where i'll_listen spam_folders september using_solid is_widely_expected agency_to_work cut_production his_lines pretty_sharp using_humor 25_million board_feet him_why_he,The downtime is expected to take 60 million to 70 million board feet out of the companys system .,1
sukkur his_blind masonry_is overall_annual academics be_sentenced endless_choices life_in_prison be_akin bnp sri_sri_ravi,Troy faces life in prison without parole at his July 30 sentencing .,1
clear_record initial_evaluation created_once delicious_results defence_production admission_process cdt young_boy's chug having_a_big safety_center measure_2 u especially_in_people s_candy 233_;d bharara fascinating_to_read in_july stand_close,The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates .,1
eco-drive reader_has over_1600 until_august_31 i'm_a_member filming_this last_update cupich employment_market,"The new processor was unveiled at the Intel Developer Forum 2003 in San Jose , Calif .",1
the_husband-and-wife the_pentagon filed_suit thursday_against associate_editors state cattle_rancher have_not_finished is_to_isolate existing_federal content_instead end now_how_much state_prosecutors assessment_has wood-grain very_quietly her_debut_solo physical_threats global_coal either_parent amcat 14.07 impliedly takano modern_historians park_event every_half state-run detention_centers council_of_nicea,"The Justice Department filed a civil rights lawsuit Thursday against the state of Mississippi , alleging abuse of juvenile offenders at two state-run facilities .",0
depending_upon_what said spaces_in_your bodily_injuries national_cotton and_once_you're i_lifted_my jointly_funded lot_cheaper pathway_is also_have_enough good_… fluids your_automation penetrate i_always_hear when_assembled self_but s_thermal armor declined_during muzzy considers_these s_ill-fated justice_reform electroacupuncture,The document says the damage to the wing provided a pathway for hot gases to penetrate Columbia 's thermal armour during its fatal re-entry .,1
alford gold-medal physicality _ s_lewis just_becoming french-canadian tony_nominations someone_tried was_a_potent joyous_celebration index_includes lead_artist sinister_forces autograph_letter_signed jurisdictions_around s_family mp4_players that_really_works judaism_has long_day oeuvres s_journey corruptions evening_where switch_button he_had_said,"Also demonstrating box-office strength -- and getting seven Tony nominations -- was a potent revival of Eugene ONeills family drama , Long Days Journey Into Night . """,1
science_but secretary_of_state colin_powell shrugged_off policies_that early_birds human-level,Secretary of State Colin Powell last week ruled out a non-aggression treaty .,1
garrard ghana_as tauzin unique_words seguro viewer_as skimped many_doctors who_constructed that_abraham the_obama_administration administration_has another_plant little_shake string_functions quickly_adjust heirloom_cookbook is_found_throughout common_places i_could_join,"Like many doctors , Mr. Thomas and Mr. Tauzin say the Bush administration has the power to correct some of those flaws .",1
based οn experience_elsewhere does_have it_could_take both_hold program_will_take because_i_realized regular_elections sessions_take_place 2z has_stated naming_my,"U.S. military officials have said it could take up to two years before regular elections are held , based on experiences elsewhere in the world .",1
exam_season biotechnology treatment for asthma respiratory_and_cardiovascular murky_world ischaemia first_time_update elizabeth_were infections_can that_affects_millions readers_everywhere oakwood goals_they_have non-text received_approval from_2012_through had_been_completely after_russia encouraged_to_discuss pharmaceutical-grade even_through latest_punjabi,"The first biotechnology treatment for asthma , the constriction of the airways that affects millions of Americans , received approval from the U.S. Food and Drug Administration on Friday .",1
fbi_agents_arrested download_all_10 former_partner nasreen 10.8- accounting_firm deutsche_gesellschaft_für accepted_her starting_point_guard erny.ul including_green criminal_charges their_evolution identifies_two bail_services noname america_now where_all_my s just_metres officials_said later_still archy,A former partner of accountancy firm Ernst & Young was yesterday arrested by FBI agents in the US on charges of obstructing federal investigations .,1
jill gadhafi's meetings_with_russian jahangiri minister_alexander losyukov mendoza_’_s near_washington hearing_has_been ‘_man_’,Russian Deputy Foreign Minister Alexander Losyukov said in Moscow Tuesday a firm date would be fixed by this months end .,0
the_latest photographer_would linked simple_binary weak_consumer spree_was he_says november_11 world_globe skidpad iowa_– central_elementary_school is_a_quantum obetz istikhara about_3km we_didn't_take seek_common freeway quick_ways,"Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz , about two miles from the freeway .",1
the_dow_jones sanders_campaign average_ended pain_down 128_points lamb_who circumstance_is •_3 still_beat has_never_made re-union 9073 enough_to_lift 52.9 nasdaq_fell chewing_up former_russian wreaths_out will_import native_range condensate_is waseem knocked_unconscious makeup_case,"In early trading , the Dow Jones industrial average was up 3.90 , or 0.04 percent , at 9,113.75 , having gained 36.90 on Tuesday .",0
teams_come will_also your_own_documents fan_the_flames element_of_water is_appended process_is_often killing_monsters s_release all_of_life's,PDC will also almost certainly reignite speculation about release dates of Microsoft 's new products .,1
retailing plus_great sailing_holidays smaller_frame watched_closely as_a_barometer fc_have its_health kilometre-long pictet per_cent_as other_than_personal eat_just falling various_packages market_experts had_predicted we_moved_out,It also disclosed that sales -- a figure closely watched by analysts as a barometer of its health -- were significantly higher than industry experts expected .,1
our_digestion pitching they_have_introduced your_gopro steaming_bowl management_software tap_takeover allen_roth variety_of_major released_this_year multitude_of_industries bethlehem_’ carpel_canal choses service_culture i_bought_last,"NEC 's pitching its wireless gear and management software to a variety of industries , including healthcare and hospitality , a company spokesman said .",1
angelina seek_redress as_deemed proposed games_they_have be privileges_which where_she_now ' s_oldest_person seeing_others are_getting_very third_oldest young_person where_vehicles gichin fastcompany charlie_morton sought_treatment fauntleroy handwriting_practice,"ELENA Slough , considered to be the oldest person in the US and the third oldest person in the world , has died .",1
vent_cover we_are declaring_war so_today_was sexual_misconduct three_volume campus_resources spring_sun,""" We have declared war on sexual assault and sexual harassment , "" Rosa said .",1
"you_on_bloglovin technology-laced nasdaq_composite indonesia_stock_exchange 3_4_5 motorway_speeds ixic attribute admits_that_he 1.14 moves _they smartphone_and_other 0.12_percent certainly_plays constant_over 1,647 beyond_the_ability henle since_the_discovery","The technology-laced Nasdaq Composite Index .IXIC dipped 0.08 of a point to 1,646 .",0
compliment_this dollar_is ntd 117.85 yen_against swabian the_four-time true_since up_0.1_percent hopped_up,"Against the Swiss franc the dollar was at 1.3289 francs , up 0.5 percent on the day .",0
el_watan comics_has logy algerian studies_institute as_i_understood (8_percent s_recommended_you hijackers fiercely state_power more-or-less deployed_overseas violent_attacks my_confirmation one_minor july_1996 kalashnikov_rifles added_vitamin,"El Watan , an Algerian newspaper , reported that the kidnappers put up fierce resistance during the army assault , firing Kalashnikov rifles .",1
"geometric_form prusa interested_in_acquiring financial_management its_related_bodies ali american_diabetes_association 8306 like_healthcare reports_that_they westridge chart dismissed_all profile_image rothschild_’ expects 3,000_yen unbelievably_beautiful store_online 0.35 tyner windows_uses metadata_will 456,000 cook_the_vegetables sincerely_believe_that","Sumitomo Mitsui Financial ( JP : 8316 : news , chart , profile ) was down 2.5 percent at 198,000 yen .",0
the_play's testing_we we've_created_this re_just dealing_effectively ancient_babylon bragging_rights music_recorded among_high rock-paper-scissors stoves_that between_key 2shared they_are_larger,""" Leaving aside attorney fees , we 're dealing with bragging rights of who wins and who loses , "" said Gammerman .",0
sip_is mediterranea hutchinson_island her_broom costing_£ 7.24 against_the_syrian totalling_£ shark_cage sensors_to_monitor times_union the_stock_exchange thin_sheet i-size palabras,"Shares of Hartford were up $ 2.28 , or 5.2 percent , to $ 45.90 in midday trading .",1
this_dark currently_in_beta market_could_be near_the_western 36th targeted_advertisements concerning_the_company will_produce before_it manas surrounding_city now_oversees source_of_endless rf_remote sunday_so,This was almost certainly its last full quarter before the company becomes a part of Palm .,0
but_her_love they_lean north_african tea's treating_diseases is_involved muscat add_pork color_use_style twister that_you_regularly lode usher_syndrome than_alcohol,They researchers say the research could be relevant to other forms of cancer .,0
ruling_democratic power_co try_to_approach users_can_still northern_north nae s_best-known utility_district reality_therapy dumaguete_city lafco restart been_approved_as tanganyika march_2018 nuclear_reactors been_closed_down down_after these_two_people prescribed falsifying minor_ones 2_loaves,"Tokyo Electric Power Co . , Asia 's largest power company , restarted the first of 17 nuclear reactors it shut down after admitting it falsified inspection reports .",1
"tuition torch_run four-year_private colleges also_reached last_holiday 19,710 last_november_’ as_disclosed up_6_percent has_1500_x one_hundredth make_this_story","For the current academic year , tuition at public colleges averaged $ 4,694 , up almost $ 600 from the year before .",1
security_lights have_also been_installed ways_of_how detectives_have exploded ids_that bridle has_nearly_tripled booby-trapped yoshimura,Security lights have also been installed on a barn near the front gate .,0
assured_him three_keys sought_to_find its_assumptions stronger_u increase_in_market s there_is_damage lay_me fully_backed peace_plan building_highly advertising_model steady_improvement stand-out genuinely_like long_before_my a_quality_control hospital_until shoving brother_” proclaiming_his attack_could experiences_that_help closing_off issues_behind experience_a_better slav managing_over,"Mr Jouejati said that with the US-backed road map "" in a coma "" the attack could easily widen through the region .",1
though_if_i flooding_that s_a_danger the_dukan any_sized care_directive helps_raise data_conversion best_swim specialty_programs its_own_story her_poem excel_or_powerpoint acted_as_lead,"But this could happen with any document format that supports VBA , including Word , Excel or PowerPoint .",1
his_investigation on_the_22nd brandeis said_this was_being this_brilliantly ..._stop absolutely_wrong full_of_mystery score_50 unroll continued details_entered campus psk,""" This is an extremely heartrending time for the entire Brandeis University community .",1
dimensioni hand_wash_only take_a_shot integral benford in_warm_weather democrat foster_father we_should be ’_s_deck siding_and_windows unacceptable met_every recovered_after commercial_farmers saying_i_was nautical_miles_off,"And if that ain 't a Democrat , then I must be in the wrong meeting , "" he said to thunderous applause from his supporters .",0
more_than_2.5 complies_with_this dozen_eggs fbi_agents were_dispatched belongings_that pilfer irving_street gain_insights evidence accountable_for_all,Fewer than a dozen FBI agents will be sent to Iraq to secure and analyze evidence of the bombing .,1
those_who_only returned_to_work also_lived an_average closed_lower 46_months as_a_recipient,"For those who got surgery alone , median survival was 41 months .",1
ready_to_party a_spokesman even_though_many world_speed_record windrush s_foreign_ministry ministry_said these_inflatable kingdom_which plans_to_issue no_bitterness news_release clarifying kosovo broadly_about s_agenda be_dimmed companies_related sheeran missile_technology ojeu s_generally_not nuclear-energy movement_toward writing_has,Tonight a spokesman for the Russian Foreign Ministry said it might issue a statement on Thursday clarifying Russia 's position on aiding Iran 's nuclear-energy efforts .,1
only_his_third surprise_visit card_… that_demand committee_appointed exceeds_the_number manch president_mohammad ayatollah interested_in_bringing this_alleged compliance_and_enforcement more_closely_resembles kazemi ensures_full neeson minor_ones,"A day earlier , a committee appointed by President Mohammad Khatami had called for an independent inquiry into the 54-year-old photojournalist 's death .",1
some_great_friends 1063 were_sprayed pub_called within_a_complex own_notes big_foot bulleted_list men_became presentation_software but_people_often there_is_damage driving_them chinese_steel community_to_support also_will_provide utilizing the_primary_issue xml-based create_a_document time_photographing,"The suite includes a word processor , spreadsheet , presentation application ( analogous to PowerPoint ) , and other components -- all built around the XML file format .",1
different_cellular since_your_body niwot lisson green_marketing energy_exploration was_always_going dosis plavix the_latter_will 36_feet thanks_for_considering noro 21_feet across_the_main thromboxane fireboy_and_watergirl announce_that_she crushed_it offer_higher_repairs schumer_said labels_which,"The Skagit was expected to crest during the night at 38 feet at Mount Vernon , 10 feet above flood stage , the National Weather Service said .",1
"says_she_feels under-the-radar russell_1000 2.57 quieting service_error as_wolverine or_other_services 0.47_percent tribute_to_one friendly_site 9,543 free_meditation who_scored four_national ..._add weekly_class incidents_that_are","The Dow Jones industrial average .DJI rose 18.25 points , or 0.19 percent , to 9,586.71 .",0
"like_medicare one-under production_— lowered_its 9_users actually_gave very_strenuous 0.1_percent was_peaceful plans_such_as 1,766 before_it up_to_38 origin_canal following the_third-ranked new_music win_this but_luckily_i 5.6_percent drop_a_line","The technology-laced Nasdaq Composite Index .IXIC was off 24.44 points , or 1.39 percent , at 1,739.87 .",0
physicians_who violate be_obtained_before governor_phil be_subject new_measurement fines teasing apple_seeds all_sporting two_years veterans_through prison cyber_world,"Physicians who perform the procedure would face up to two years in prison , under the bill .",1
regular_payment cup_muffin_tin poor_memory 90s_pop s_500 semg terminated_his fare_was games_in_hand ways_to_present 983.50 distractingly house_then nasdaq_futures fell 6.5_points alone_would_not half_protected on_his_debut continued_down 07_march,"The Standard & Poor 's 500 Index was up 1.75 points , or 0.18 percent , to 977.68 .",0
"more_pointed 4,050 anhalt raise_productivity weitzman children_typically bone_broth_mixes an_ugly prices_as_low won't_cut_it ounce_soda hitter_’_s celebrates_one soup_when one_who_calls succession actually_contains 2_½ 8 have_an_exclusive ounce_servings etch_a","Anhalt said children typically treat a 20-ounce soda bottle as one serving , while it actually contains 2.5 .",1
judge_to_order revenue_forecast tab_on_this crown_area enrollment_numbers wood_cabinetry 日 english-language fell_22 million-euro pointing_devices 3.09 percent before_obtaining,"The yield fell 2 basis points to 1.41 percent , after reaching 1.4 percent on May 8 , the lowest since March 12 .",0
"rucker townsend's s_policy dealt_specifically with_an_old reproductive_health_care recently_showed clean_but censuses cannot_apply great_festive doctors able_to_craft large_christmas piedmont_park was_notably prenatal_care figure_since s_quarterback 1,000_scholarships married child_under seus ucsc_genome","Kline 's opinion dealt specifically with abortion providers , but later his office said it also would apply to doctors providing services such as prenatal care to pregnant girls under 16 .",1
houthi_rebels ' required_for_such sipri zy then_decided_that information_and_photos pre-revenue its_russian allegation before_her volume_three dossier_was which_reported pregnant_woman grass_around britain_did charge_fees room_upgrades documentation_has chinese_central squads_have legislative_assistant read_error muskegon fee_increases,"The International Atomic Energy Agency asked for information on the uranium assertions after London 's dossier was published , but Britain did not provide any , U.N. officials said .",1
