sentence1,sentence2,label
"gyorgy heizler , head of the local_disaster unit , said the coach_was carrying 38 passengers .","The head of the local disaster unit , Gyorgy Heizler , said the coach driver had failed to heed red stop lights .",0
rudder_was most_recently_senior vice_president for the developer & platform evangelism business .,"Senior Vice President Eric Rudder , formerly head of the Developer and Platform Evangelism unit , will lead the new entity .",0
"as_well as the dolphin scheme , the chaos_has allowed_foreign companies_to_engage in damaging logging and fishing_operations without_proper monitoring or export_controls .",Internal chaos has allowed foreign companies to set up damaging commercial logging and fishing operations without proper monitoring or export controls .,0
"sheena young of child , the national_infertility support_network , hoped the guidelines would_lead to a more "" fair and equitable "" service for infertility sufferers .","Sheena Young , a spokesman for Child , the national infertility support network , said the proposed guidelines should lead to a more "" fair and equitable "" service for infertility sufferers .",1
""" i_think you ' ll_see a_lot of job_growth in the_next two_years , "" he_said , adding the growth_could replace jobs_lost .",""" I think you 'll see a lot of job growth in the next two years , "" said Mankiw .",0
"the new finder puts a user ' s folders , hard_drive , network_servers , idisk and removable_media in_one_location , providing one-click_access .","Panther 's redesigned Finder navigation tool puts a user 's favourite folders , hard drive , network servers , iDisk and removable media in one location .",1
"but tropical_storm warnings and watches_were posted_today for haiti , western_portions of the dominican_republic , the southeastern bahamas and the turk and caicos_islands .","Tropical storm warnings were in place Thursday for Jamaica and Haiti and watches for the western Dominican Republic , the southeastern Bahamas and the Turks and Caicos islands .",1
a federal_magistrate in fort_lauderdale ordered_him held without bail .,"Zuccarini was ordered held without bail Wednesday by a federal judge in Fort Lauderdale , Fla .",1
a bmi_of_25 or above_is_considered considered_overweight ; 30 or above_is_considered considered_obese .,"A BMI between 18.5 and 24.9 is considered normal , over 25 is considered overweight and 30 or greater is defined as obese .",0
"six_months_ago , the_imf and argentina first_struck a bare-minimum $ 6.8- billion_debt rollover deal_that expires in_august .","But six months ago , the two sides managed to strike a $ 6.8-billion debt rollover deal , which expires in August .",1
"inhibited children_tend to be_timid with new_people , objects , and situations , while uninhibited children spontaneously approach_them .","Simply put , shy invividuals tend to be more timid with new people and situations .",1
"i_wanted to bring the most_beautiful people_into the most_beautiful building , he_said sunday inside_the_grand grand_central concourse .",""" I wanted to bring the most beautiful people into the most beautiful building , "" Tunick said Sunday .",1
"the broad standard & poor ' s_500 < . spx > fell 10.75 points , or 1.02 percent , to 1,039 . 32 .","The S & P 500 index was up 1.26 , or 0.1 percent , to 1,039.32 after sinking 10.75 yesterday .",0
"duque will_return to earth oct . 27 with the station ' s_current crew , u . s . astronaut ed lu and russian_cosmonaut yuri_malenchenko .",Currently living onboard the space station are American astronaut Ed Lu and Russian cosmonaut Yuri Malenchenko .,0
"singapore_is already the_united_states ' 12th - largest_trading_partner , with two-way_trade totaling_more than $ 34_billion .","Although a small city-state , Singapore is the 12th-largest trading partner of the United States , with trade volume of $ 33.4 billion last year .",1
"the largest_gains were_seen in prices , new_orders , inventories and exports .","Sub-indexes measuring prices , new orders , inventories and exports increased .",1
trading in loral was_halted yesterday ; the shares_closed on_monday at $ 3.01 .,"The New York Stock Exchange suspended trading yesterday in Loral , which closed at $ 3.01 Friday .",1
earnings_per share from recurring operations_will be 13_cents to 14_cents .,That beat the company 's April earnings forecast of 8 to 9 cents a share .,0
"he_plans to have_dinner with troops at kosovo ' s u . s . military_headquarters , camp bondsteel .","After that , he plans to have dinner at Camp Bondsteel with U.S. troops stationed there .",1
retailers j . c . penney_co . inc . ( jcp ) and walgreen_co . ( wag ) kick_things off on_monday .,Retailers J.C. Penney Co . Inc . JCP.N and Walgreen Co . WAG.N kick things off on Monday .,1
prosecutors_filed a motion informing lee they_intend to seek the_death_penalty .,He added that prosecutors will seek the death penalty .,1
"last_year the_court_upheld cleveland ' s_school voucher_program , ruling 5-4 that vouchers_are constitutional if_they provide_parents a choice of religious and secular_schools .","Last year , the court ruled 5-4 in an Ohio case that government vouchers are constitutional if they provide parents with choices among a range of religious and secular schools .",1
he_beat testicular_cancer that_had_spread to his_lungs and brain .,"Armstrong , 31 , battled testicular cancer that spread to his brain .",0
"sorkin , who_faces charges_of_conspiracy to obstruct_justice and lying to a_grand_jury , was to have_been tried_separately .",Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury .,1
"graves reported from albuquerque , villafranca from austin and ratcliffe from laredo .",Pete Slover reported from Laredo and Gromer Jeffers from Albuquerque .,0
"the us chip_market is_expected to decline 2.1_percent this_year , then_grow 15.7_percent in_2004 .","The Americas market will decline 2.1 percent to $ 30.6 billion in 2003 , and then grow 15.7 percent to $ 35.4 billion in 2004 .",1
"the group_will_be be_headed by state_department official_john s . wolf , who_has_served in australia , vietnam , greece and pakistan .","The group will be headed by John S. Wolf , an assistant secretary of state who has served in Australia , Vietnam , Greece and Pakistan .",1
"the commission_must work_out the plan ' s details , but the_average_residential residential_customer paying $ 840 a year would_get a savings of about_negative $ 30_annually .",An average residential customer paying $ 840 a year for electricity could see a savings of $ 30 annually .,0
the_company has_said it plans to_restate its_earnings for 2000_through 2002 .,"The company had announced in January that it would have to restate earnings for 2002 , 2001 and perhaps 2000 .",1
results from no_pre . 2 u . s . soft_drink maker pepsico_inc . pep . n were_likely to be in the spotlight .,Results from No. 2 U.S. soft drink maker PepsiCo Inc . ( nyse : PEP - news - people ) were likely to be in the spotlight .,1
""" the_result is an overall_package that_will provide_significant economic_growth for our_employees over the_next four_years . """,""" The result is an overall package that will provide a significant economic growth for our employees over the next few years , "" he said .",1
"the songs_are on offer for 99_cents each , or $ 9.99 for an album .",The company will offer songs for 99 cents and albums for $ 9.95 .,1
"however , the talk_honestly was downplayed by pbl which said_it would_focus only on smaller_purchases that_were immediately earnings and cash_flow accretive .","The talk , however , has been downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow-accretive .",1
comcast class_a_shares shares_were up 8_cents at $ 30.50 in morning_trading on the_nasdaq_stock stock_market .,The stock rose 48 cents to $ 30 yesterday in Nasdaq Stock Market trading .,1
the_washington_post said airlite would_shut_down its_first shift and parts of the_second shift monday to accommodate the president_’ s_appearance .,"The plant plans to shut down its first shift and parts of the second shift Monday to accommodate the president 's appearance , Crosby said .",1
"a former_teammate , carlton dotson , has_been charged with the murder .","His body was found July 25 , and former teammate Carlton Dotson has been charged in his shooting death .",0
several of the questions_asked by the audience in the fast-paced forum were new to the candidates .,Several of the audience questions were new to the candidates as well .,1
"meanwhile , the global death_toll approached 770 with more_than 8,300 people sickened since the severe_acute respiratory_syndrome virus first_appeared in southern_china in_november .","The global death toll from SARS was at least 767 , with more than 8,300 people sickened since the virus first appeared in southern China in November .",1
the battles marked day_four of a u . s . sweep to hunt_down supporters of saddam_hussein ' s_fallen regime .,"Twenty-seven Iraqis were killed , pushing the number of opposition deaths to about 100 in a U.S. operation to hunt down supporters of Saddam Hussein 's fallen regime .",0
"the women then_had follow-up_examinations after_five , 12 and 24_years .","The women had follow-up examinations in 1974-75 , 1980-81 and 1992-93 , but were not asked about stress again .",0
the embraer jets_are scheduled_to_be be_delivered by september_2006 .,The Bombardier and Embraer aircraft will be delivered to U.S. Airways by September 2006 .,0
"contrary to what peoplesoft management would_have you_believe , oracle intends to fully_support peoplesoft customers and products for several_years to therefore_come . ""","Ellison said that contrary to the contentions of PeopleSoft management , Oracle intends to "" fully support PeopleSoft customers and products "" for many years to come .",1
"application_intelligence will_be included_as_part of its_own_employees ' s smartdefense application , which_is included with firewall - 1 .","The new application intelligence features will be available June 3 and are included with the SmartDefense product , which comes with FireWall-1 .",0
"american_masters : arthur_miller , elia_kazan and the_blacklist : none without sin ( wed .","Note the subheading of this terrible parable in the "" American Masters "" series , "" Arthur Miller , Elia Kazan and the Blacklist : None Without Sin . """,0
"the downtime , to take_place in may and june , is_expected to cut_production by 60_million to 70_million board_feet .",The downtime is expected to take 60 million to 70 million board feet out of the companys system .,1
"on_july_3 , troy_is expected to be_sentenced to life_in_prison without parole .",Troy faces life in prison without parole at his July 30 sentencing .,1
"the university_of_michigan released a new_undergraduate admission_process thursday , dropping a point_system the u . s . supreme_court found_unconstitutional in_june .",The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates .,1
the processors_were announced in_san_jose at the intel_developer forum .,"The new processor was unveiled at the Intel Developer Forum 2003 in San Jose , Calif .",1
"the justice_department filed_suit thursday_against the state of mississippi for failing to end what federal_officials call "" disturbing "" abuse of juveniles and "" unconscionable "" conditions at two state-run facilities .","The Justice Department filed a civil rights lawsuit Thursday against the state of Mississippi , alleging abuse of juvenile offenders at two state-run facilities .",0
it said the damage to the wing provided a pathway for hot gasses to penetrate the ship ' s_thermal armor during columbia ' s_ill-fated reentry .,The document says the damage to the wing provided a pathway for hot gases to penetrate Columbia 's thermal armour during its fatal re-entry .,1
"also_demonstrating box-office strength _ and getting seven tony_nominations _ was_a_potent revival of eugene_o ' neill ' s_family drama , "" long_day ' s_journey into night . ""","Also demonstrating box-office strength -- and getting seven Tony nominations -- was a potent revival of Eugene ONeills family drama , Long Days Journey Into Night . """,1
but secretary_of_state colin_powell brushed_off this_possibility wednesday .,Secretary of State Colin Powell last week ruled out a non-aggression treaty .,1
"thomas and tauzin say , as do many_doctors , that the_bush_administration administration_has the power to correct some of those_flaws .","Like many doctors , Mr. Thomas and Mr. Tauzin say the Bush administration has the power to correct some of those flaws .",1
"based on experience_elsewhere , it_could_take take_up to two_years_before regular_elections are_held , he_added .","U.S. military officials have said it could take up to two years before regular elections are held , based on experiences elsewhere in the world .",1
"the_first biotechnology treatment for asthma , the constriction of the airways that_affects_millions millions_around the world , received_approval from the us_food and drug_administration yesterday .","The first biotechnology treatment for asthma , the constriction of the airways that affects millions of Americans , received approval from the U.S. Food and Drug Administration on Friday .",1
"fbi_agents_arrested a former_partner of big_four_accounting accounting_firm ernst & young erny.ul on criminal_charges of obstructing federal_investigations , u . s . officials_said on_thursday .",A former partner of accountancy firm Ernst & Young was yesterday arrested by FBI agents in the US on charges of obstructing federal investigations .,1
kelly_will begin meetings_with_russian deputy_foreign minister_alexander losyukov in washington on_monday .,Russian Deputy Foreign Minister Alexander Losyukov said in Moscow Tuesday a firm date would be fixed by this months end .,0
"the_latest shooting linked to the spree_was a november_11 shooting at hamilton central_elementary_school in obetz , about_3km from the freeway .","Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz , about two miles from the freeway .",1
"the_dow_jones jones_industrial average_ended down 128_points , or 1.4 % , at 9073 , while_the_nasdaq nasdaq_fell 34_points , or 2.1 % , to 1610 .","In early trading , the Dow Jones industrial average was up 3.90 , or 0.04 percent , at 9,113.75 , having gained 36.90 on Tuesday .",0
pdc will_also almost_certainly fan_the_flames of speculation_about longhorn ' s_release .,PDC will also almost certainly reignite speculation about release dates of Microsoft 's new products .,1
sales - a figure watched_closely as_a_barometer of its_health - rose_5 percent instead of falling as_many industry_experts had_predicted .,It also disclosed that sales -- a figure closely watched by analysts as a barometer of its health -- were significantly higher than industry experts expected .,1
"nec_is pitching its_wireless gear and management_software to a variety of tech_industries , including_health_care and hospitality .","NEC 's pitching its wireless gear and management software to a variety of industries , including healthcare and hospitality , a company spokesman said .",1
"elena slough , considered to be the nation ' s_oldest_person and the third_oldest person in the world , died_early sunday_morning .","ELENA Slough , considered to be the oldest person in the US and the third oldest person in the world , has died .",1
""" we_are declaring_war on sexual_harassment and sexual_assault .",""" We have declared war on sexual assault and sexual harassment , "" Rosa said .",1
"the technology-laced nasdaq_composite index < . ixic > added 1.92 points , or 0.12_percent , at 1,647 . 94 .","The technology-laced Nasdaq Composite Index .IXIC dipped 0.08 of a point to 1,646 .",0
"the dollar_was at 117.85 yen_against the japanese_currency , up_0.1_percent .","Against the Swiss franc the dollar was at 1.3289 francs , up 0.5 percent on the day .",0
"el_watan , an algerian newspaper , reported_that the kidnappers fiercely resisted the army their_assault this_morning , firing kalashnikov_rifles .","El Watan , an Algerian newspaper , reported that the kidnappers put up fierce resistance during the army assault , firing Kalashnikov rifles .",1
"but mitsubishi tokyo financial ( jp : 8306 : news , chart_here , profile ) declined 3,000_yen , or 0.65 percent , to 456,000 yen .","Sumitomo Mitsui Financial ( JP : 8316 : news , chart , profile ) was down 2.5 percent at 198,000 yen .",0
""" we ' re_just dealing with bragging_rights here , who_wins and who_loses . """,""" Leaving aside attorney fees , we 're dealing with bragging rights of who wins and who loses , "" said Gammerman .",0
shares of hartford rose $ 2.88 to $ 46.50 in new_york stock_exchange composite trading .,"Shares of Hartford were up $ 2.28 , or 5.2 percent , to $ 45.90 in midday trading .",1
this palm_os smart_phone_is the last product the_company will_release before_it becomes a part of palmone .,This was almost certainly its last full quarter before the company becomes a part of Palm .,0
and they_think the protein also_annoying is_involved in the spread of other_forms of cancer .,They researchers say the research could be relevant to other forms of cancer .,0
"tokyo_electric power_co . , asia ' s_largest power_company , won_approval to restart the_first of 17 nuclear_reactors it_shut down_after it admitted falsifying inspection_reports .","Tokyo Electric Power Co . , Asia 's largest power company , restarted the first of 17 nuclear reactors it shut down after admitting it falsified inspection reports .",1
"tuition at four-year_private colleges averaged $ 19,710 this_year , up_6_percent from 2002 .","For the current academic year , tuition at public colleges averaged $ 4,694 , up almost $ 600 from the year before .",1
security_lights have_also been_installed and police_have swept the grounds for booby_traps .,Security lights have also been installed on a barn near the front gate .,0
"he_said that with the u . s . - fully_backed peace_plan , or road_map , “ in a coma , ” the attack_could easily widen conflict_through the region .","Mr Jouejati said that with the US-backed road map "" in a coma "" the attack could easily widen through the region .",1
"a successful_attack could_be launched_within any_type_of document_that supports vba , including_microsoft word , excel_or_powerpoint .","But this could happen with any document format that supports VBA , including Word , Excel or PowerPoint .",1
"officials at brandeis said_this was an "" extremely heartrending "" time for the campus .",""" This is an extremely heartrending time for the entire Brandeis University community .",1
""" if that_ain ' t a democrat , i_must be at the wrong meeting , "" he_said .","And if that ain 't a Democrat , then I must be in the wrong meeting , "" he said to thunderous applause from his supporters .",0
fewer_than a dozen fbi_agents were_dispatched to secure and analyze evidence .,Fewer than a dozen FBI agents will be sent to Iraq to secure and analyze evidence of the bombing .,1
those_who_only had_surgery lived an_average of 46_months .,"For those who got surgery alone , median survival was 41 months .",1
tonight a_spokesman for russia ' s_foreign_ministry ministry_said the ministry may_issue a statement_on_thursday providing_clarity russia ' s_position on cooperation with iran ' s nuclear-energy efforts .,Tonight a spokesman for the Russian Foreign Ministry said it might issue a statement on Thursday clarifying Russia 's position on aiding Iran 's nuclear-energy efforts .,1
"a day_earlier , a committee_appointed by reformist president_mohammad khatami called for_an_independent judicial_inquiry into kazemi ' s_death .","A day earlier , a committee appointed by President Mohammad Khatami had called for an independent inquiry into the 54-year-old photojournalist 's death .",1
"the suite_comes complete with a word_processor , spreadsheet , presentation_software and other_components , while_continuing its_tradition of utilizing an xml-based file_format .","The suite includes a word processor , spreadsheet , presentation application ( analogous to PowerPoint ) , and other components -- all built around the XML file format .",1
"downstream at mount_vernon , the skagit_river was_expected to crest at 36_feet - - 8_feet above_flood stage - - tonight , burke_said .","The Skagit was expected to crest during the night at 38 feet at Mount Vernon , 10 feet above flood stage , the National Weather Service said .",1
"the blue-chip dow_jones_industrial industrial_average eased 44_points , or 0.47_percent , to 9,543 , after_scoring five_consecutive up sessions .","The Dow Jones industrial average .DJI rose 18.25 points , or 0.19 percent , to 9,586.71 .",0
"the nasdaq_composite index inched_up 1.28 , or 0.1_percent , to 1,766 . 60 , following a weekly win of 3.7_percent .","The technology-laced Nasdaq Composite Index .IXIC was off 24.44 points , or 1.39 percent , at 1,739.87 .",0
physicians_who violate the ban_would be_subject to fines and up to two_years in prison .,"Physicians who perform the procedure would face up to two years in prison , under the bill .",1
"standard & poor ' s_500 stock_index_futures declined 4.40 points to 983.50 , while nasdaq_futures fell 6.5_points to 1,206 . 50 .","The Standard & Poor 's 500 Index was up 1.75 points , or 0.18 percent , to 977.68 .",0
"for_example , anhalt said , children_typically treat a 20 - ounce_soda bottle as_one serving , although_it actually_contains 2_½ 8 - ounce_servings .","Anhalt said children typically treat a 20-ounce soda bottle as one serving , while it actually contains 2.5 .",1
the yield on the 3_percent note maturing in_2008 fell_22 basis_points to 2.61 percent .,"The yield fell 2 basis points to 1.41 percent , after reaching 1.4 percent on May 8 , the lowest since March 12 .",0
"kline ' s_opinion dealt_specifically with abortion_providers , but_it also would_apply to doctors providing alternative_services , such_as prenatal_care , to a pregnant child_under 16 .","Kline 's opinion dealt specifically with abortion providers , but later his office said it also would apply to doctors providing services such as prenatal care to pregnant girls under 16 .",1
"the_united_nations ' international_atomic energy_agency asked for information on the allegation after the dossier_was published , but britain_did not_provide any , u . n . officials_said .","The International Atomic Energy Agency asked for information on the uranium assertions after London 's dossier was published , but Britain did not provide any , U.N. officials said .",1
"sixteen_days later , as superheated air from the shuttle ' s_reentry rushed_into the damaged wing , "" there_was no_possibility for crew survival , "" the board_said .","Sixteen days later , as superheated air from the shuttle ’ s re-entry rushed into the damaged wing , ‘ ‘ there was no possibility for crew survival , ’ ’ the board said .",1
""" the free_world and those_who_love freedom_and_peace must_deal harshly with hamas and the_killers , "" he_told reporters_as he_emerged from a church_service .",""" It is clear that the free world , those who love freedom and peace , must deal harshly with Hamas and the killers , "" he said .",1
"the pressure_will intensify today , with national_coverage of the_final_round planned by espn and words_that are_even more_difficult .","The pressure may well rise today , with national coverage of the final round planned by ESPN , the cable sports network .",0
"powell fired_back : "" he ' s accusing the president of a ludicrous act , "" he_said .","If so , Powell said , he 's calling the president ludicrous , too .",1
"the memo on protecting sales of windows and other_desktop software mentioned linux , a still_small but emerging_software competitor that_is not_owned by any_specific_company .","The memo specifically mentioned Linux , a still small but emerging software competitor that is not owned by any specific company .",1
"also tuesday , the_united_states also_released more iraqi_prisoners of war , and officials_announced that_all would_soon be let_go .","Meanwhile in southern Iraq , the United States released more Iraqi prisoners of war , and officials announced that all would be let go soon .",1
"the_resulting lists led toa cbs special , afi ' s_100 years . . . 100 heroes & villains , hosted by arnold_schwarzenegger .","A prime-time special on the list , "" AFI 's 100 Years . . . 100 Heroes & Villains "" aired Tuesday on CBS .",0
police_warned residents on_friday not to travel_alone and to_avoid convenience_stores and service_stations stores at_night .,Police advised residents Friday not to travel alone to convenience stores and to be watchful .,0
""" we_had nothing to do with @ stake ' s_internal personnel decision_today , "" microsoft spokesman_sean sundwell said .",""" Microsoft had absolutely nothing to do with AtStake 's internal personnel decision , "" Sundwall said .",1
"prosecutors_said there_is no_question waagner was_behind the letters , which_were sent at the same_time of the anthrax_attacks .","Prosecutors said there is no question Waagner was behind the letters , which were sent at the same time that real anthrax attacks were killing people in 2001 .",1
"his_plan would_cost more_than $ 200_billion annually , which gephardt would_pay for by repealing bush ' s_tax_cuts .",His plan would cost over $ 200 billion annually and be paid for by repealing Bush 's tax cuts .,1
there_had been fears_that the 35_year-old wouldn ' t_be able to conceive_after suffering two ectopic_pregnancies and cancer of the uterus .,There were fears that Heather would never have children after suffering two ectopic pregnancies and cancer of the uterus .,1
"on_friday , the food and drug_administration_approved the use of silicone_breast implants with thermal_conditions .",The drug was approved for use Friday by the Food and Drug Administration .,0
"prosecutors_said paracha , if_convicted , could_face at_least 17_years in prison .",Paracha faces at least 17 years in prison if convicted .,1
"more_than half of the songs_were purchased_as albums , apple_said .",Apple noted that half the songs were purchased as part of albums .,1
"the_ecb_has cut_interest_rates six_times over_that_period , from 4.75_percent in_october –_2000 to 2.5_percent .",The ECB has cut rates from 4.75 percent in October 2000 to 2.5 percent in that period .,0
""" this_deal makes_sense for both_companies , "" halla said in a prepared_statement .","Brian Halla , CEO of NatSemi , claimed the deal made sense for both companies .",1
"smugglers in a van chased_down a pickup and suv carrying other smugglers and illegal_immigrants , said pinal_county sheriff roger vanderpool .","People in a van opened fire on a pickup and SUV believed to be transporting illegal immigrants , said Pinal County Sheriff Roger Vanderpool .",1
"tyco later_said the loan had_not_been been_forgiven , and swartz repaid it in full , with interest , according to his_lawyer , charles stillman .","Tyco has said the loan was not forgiven , but that Swartz fully repaid it with interest , according to his lawyer , Charles Stillman .",1
"while bolton apparently_fell and was_immobilized , selenski used the mattress to scale a 10 - foot , razor-wire fence , fischi said .","After the other inmate fell , Selenski used the mattress to scale a 10-foot , razor-wire fence , Fischi said .",1
"the_loonie , meanwhile , continued to slip in early_trading friday .","The loonie , meanwhile , was on the rise again early Thursday .",0
"ms . haque , meanwhile , was on her turquoise cellphone with the smiley_faces organizing the prom .","Fatima , meanwhile , was on her turquoise cell phone organizing the prom .",1
"but_he added_that the_new_york-based actor and producer_is "" a private_person and doesn ' t_care to have his_treatment out for public_consumption . ""","But he added that De Niro is "" a private person and doesn 't care to have his treatment out for public consumption . """,1
"while a month ' s_supply of aspirin_can cost_less than $ 10 , the equivalent_amount of ticlopidine can_run significantly_more than $ 100 .","While a month 's supply of aspirin can cost under $ 10 , the equivalent amount of ticlopidine can run well over $ 100 .",1
she estimated_it_would would_take three_months and would_require cancellation of a sub-audit of the department_of_environmental environmental_quality .,She said it would take an estimated three months to conduct and require the cancellation of a sub-audit of the Department of Environmental Quality .,1
arison said mann may_have been_one of the pioneers of the world_music movement and he_had a deep_love of brazilian_music .,Arison said Mann was a pioneer of the world music movement -- well before the term was coined -- and he had a deep love of Brazilian music .,0
"the virus kills roughly 36,000_people in an_average year , according to the u . s . centers for disease_control and prevention .","Complications from flu kill roughly 36,000 Americans in an average year , according to the U.S. Centers for Disease Control and Prevention .",1
"in two_new schemes , people_posing as irs representatives target_families of armed_forces members and e-mail_users .",Two new schemes target families of those serving in the military and e-mail users .,1
"wim_wenders directed a widely_praised film of the same_name , based on the sessions .",A widely praised film of the same name was directed by Wim Wenders .,0
"miss novikova said_while_there there_is no_standard weight for ballerinas , miss volochkova is ' bigger_than others ' .","Commenting on the firing today , Ms. Novikova said that there was no standard weight for ballerinas but that Ms. Volochkova "" is bigger than others . """,1
both_have aired videotapes of ex-president saddam_hussein encouraging iraqis to fight the u . s . occupation_of_iraq .,"Both have aired videotapes apparently from deposed Iraqi President Saddam Hussein , encouraging Iraqis to fight the U.S. occupation .",1
"under_the_program , u . s . officials work_with_foreign port_authorities to identify , target and search high-risk cargo .","Under the program , US officials work with foreign port authorities to seek out high-risk cargo before it can reach the United States .",1
"and if_we don ' t_do this , innocent_people on the ground are_going to die , too . ""","Crews are told : "" If we don 't do this , innocent people on the ground are going to die "" , he said .",1
""" it ' s_probably_not the_easiest time to take_over the shuttle_program , "" he_added , "" but_i look_forward_to the challenge .",""" It is probably not the easiest time to come in and take over the shuttle program , but then again , I look forward to the challenge , "" he said .",1
"as a result , nelson now_faces up to 10_years ' jail instead of life .",The verdict means Nelson faces up to 10 years in prison rather than a possible life sentence .,1
"with all precincts_reporting , fletcher — a three-term congressman from lexington — had_an_overwhelming 57_percent of the vote .","With all precincts reporting , Fletcher had 88,747 votes , or 57 percent of the total .",1
""" his_progress is steady , he ' s stable , he ' s comfortable , "" jack_said tuesday_afternoon .",""" His progress is steady , he is stable , "" said Dr Jack .",0
"shadrin said khodorkovsky ' s aircraft_was approached by officers identifying_themselves as_members of the_fsb intelligence_service , the domestic successor to the soviet kgb .",Shadrin said Khodorkovsky 's aircraft was approached by officers identifying themselves as members of the FSB domestic intelligence service .,1
"she_claimed all the_babies_were were_born full-term and died_within hours , he_said .",""" What she told our investigators was that all the babies were born full-term and then died within hours , "" Hughes said .",1
french_foreign minister dominique_de villepin was_scheduled to arrive sharm_el-sheikh on_wednesday .,"The French Foreign Minister , Dominique de Villepin , is also expected to attend .",1
"they_believe the same_is_true in humans , giving a 30_per_cent higher_risk of the disease .","The researchers believe the same is true in humans , translating to a 30 per cent greater risk of the disease .",1
total_sales for the period declined 8.0_percent to $ 1.99 billion from a year_earlier .,Wal-Mart said sales at stores open at least a year rose 4.6 percent from a year earlier .,0
u . s . law_enforcement officials_are sneering at dar heatherington ' s_version of the events_which thrust_her into the public_spotlight .,U.S. law enforcement officials are sneering at Dar Heatherington 's version of of the events -- including a police conspiracy to discredit her -- which thrust her into the public spotlight .,1
the saudi newspaper okaz reported_monday that suspects_who escaped saturday ' s_raid fled in a car_that broke_down on_the_outskirts of mecca sunday_afternoon .,The newspaper Okaz reported that the six suspects arrested Sunday fled the raid in a car that broke down on the outskirts of Mecca .,1
"michael mitchell , the chief_public defender in baton_rouge who_is representing lee , did_not_answer his_phone wednesday_afternoon .","Michael Mitchell , the chief public defender in Baton Rouge who is representing Lee , was not available for comment .",1
"in canada , the booming dollar_will be in focus again_as it_tries to stay_above the 75_cent ( u . s . ) mark .","In Canada , the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent ( U.S. ) mark .",1
"they_are tired of paying the high_cost of cds and dvds and prefer_more flexible_forms of on-demand_media delivery . ""","Consumers , tired of paying high prices for CDs and DVDs , are looking for flexible forms of on-demand media delivery .",1
""" the bolt catcher_is not_as_robust as_it is_supposed to be , "" the board ' s_chairman , retired adm . hal gehman , said .",""" The bolt catcher is not as robust "" as it should be , said retired Navy Admiral Harold W. Gehman Jr . , the board chairman .",1
"the interior_minister , al mustapha sahel , said_the_investigation "" points to a group_that has_been arrested_recently "" , an apparent_reference to djihad salafist .","Moroccan Interior Minister Al Mustapha Sahel told state-run 2M television late Saturday the investigation "" points to a group that has been arrested recently "" an apparent reference to Salafist Jihad .",1
"the_report was_found oct . 23 , tucked_inside an_old three-ring_binder not_related to the investigation .",The report was found last week tucked inside a training manual that belonged to Hicks .,1
