sentence1,sentence2,label
once_everything received_11 fool_’_s who_wishes once_the_job ll_send machine_washed would_later control_signal m_hoping_you enjoyed_meeting which_allowed effortless_manner loved_every state_visit especially_useful who_did_not s_death wanted_to_write particularly_true vicious_cycle who_sought api_payment would_later started_reading up_to_1-5 once_the_job wanted_to_write once_everything baby_who have_given_their especially_true ensuring_it public's spot_clean dishwasher_safe a_beautiful_post vicious_cycle up_to_1-5 loved_every especially_beneficial ensure_it chain_of_events muscle_growth we_give_our direct_impact came_across_your we_thank ll_go_over love_hearing icon_that tumble_dry who_turned mediafire_rapidshare public's belgium-netherlands public's spain-portugal hospital_has once_it who_helped we_thank forward_to_reading machine_washed we_owe_it going_to_discuss would_later reading_all long_it loved_every until_all drugs_have once_the_job would_later found_your_blog loved_every who_couldn_’ we_are_thankful treatments_may facts_and_circumstances who_later machine_wash americans_’ public's never_read also_true like_to_acknowledge devastating_effect blog_within dramatic_impact who_tried who_seemed s_intellectual feature_has ll_talk enjoyed_meeting knock_on_effect thank_our audience's said_fifa president_sepp until_mixture organisations_have machine_washed they_may_also have_given_their we_honor keywords_that big_impact huge_effect till_it especially_useful who_went chain_of_events who_appeared who_was_known know_how_good particularly_relevant who_wanted also_true,Sepp Blatter is the president of FIFA.,0
reading_all especially_helpful completely_satisfied down_the_stairs crude_settled their_showroom especially_true_if ve_included we_depend until_the_entire 42.83 we_give_our vicious_circle moment_it,"Crude the light American lowered to the closing 1.32 dollars, to 42.83 dollars the barrel.",1
winnenden sydney_’ man_roster we_depend set_to_begin ll_see_what gunman_killed americans_’ forward_to_reading receive_special_deals wp_engine_is knock-on_effect particularly_the_case ripple_effect who_plans t_deserve funnels_that rampage_that saturn_’_s articles_of_association audience's re_available knock-on_effect public's we_deserve washing_instructions americans_’ enjoyed_reading_it long_it up_to_1-5 especially_useful love_reading loved_every long_it love_hearing wanted_to_write wounded_him a_beautiful_post until_all attack_left domino_effect especially_true enjoyed_every m225 can_be_washed gun_controls americans_’ like_to_acknowledge free_throw_line up_to_1-5 deserve_all dry_clean chain_of_events ll_tell public's hoping_it consumers_’ symbol_is public's livejasmin audience's until_everyone week_has audience's particularly_true a_background_check thank_our estate_has public's have_given_their public's who_happens i_owe especially_important significant_impact before_killing_himself detrimental_impact up_to_1-5 audience's especially_beneficial who_seems resolutions_which love_to_read wait_until_it especially_important,In 2002 near Stuttgart a boy shot 16 people.,1
which_allowed are_worthy posted_december love_problem particularly_true reading_all i_owe talisman's who_happened audience's m_reminded do_things_i consumers_’ profound_effect that_would_later if_everything vice_president_al s_reserve especially_true particularly_true cases_have_been wanted_to_write are_worthy especially_true enjoyed_this machine_washed ripple_effects especially_true_if chain_reaction,Everglades National Park is located in Florida.,1
particularly_true s_menu s_comments it_finally particularly_true snowball_effect especially_useful who_traveled ultimately_death gartner_’_s include_things_like particularly_important consumers_’ domino_effect machine_washed health_questions who_would_go attention_that ripple_effect spot_clean programme_has time_it especially_useful one_seemed gentle_cycle d-n,Rabies is fatal in humans.,0
forward_to_reading s_skyline who_had_become thank_our wait_until_it then_drag quarters_due dry_clean palestinian_prisoners machine-washable greece_’_s especially_important the_black_wire angle_that machine_washed who_seems particularly_the_case,PM often entered markets with both cigarettes and food.,1
form_w hand_wash he_was_invited public's who_managed who_later would_later never_read public's vicious_cycle nintendo_’ particularly_relevant dishwasher_safe particularly_important ecosystems_as devastating_effect systematically_destroyed consumers_’ major_effect tumble_dry i_owe enjoyed_listening once_everyone,"Humans existed 10,000 years ago.",0
verify_whether public's s_leading how_to_wire accessed_april eventually_it worldcat_will who_could_not songgram dry_clean pridi phanomyang machine_washed both_educated d_encourage enjoyed_meeting but_continued chilling_effect ll_focus western_ideas ll_update later_it particularly_true carmakers s_interests dry_cleaned domino_effect world_health_organization chain_of_events public's,Pibul was a young leader.,0
public's piao until_all consumers_’ long_it was_the_creator understanding_of_what be_a_minimum click_funnels enjoyed_this he_was_invited we_owe some_users_will we_appreciate vicious_circle,"Lin Piao wrote the ""Little Red Book"".",0
m_fairly s_best_kept assuming_it machine_wash forward_to_reading who_happened been_designing t_deserve can_be_washed sincere_thanks particularly_the_case the_authors_thank once_this google_server delhi_’ machine_washed till_it average_rate pulls_it hand_wash_cold long_it,Bacteria is winning the war against antibiotics.,1
save_you_lots post_has ll_consider i_enjoyed_reading receive_catalogue knock-on_effect never_read hoping_it euro_but dogs_must fun_reading also_true re_a_great ripple_effect waiting_to_answer after_april up_to_1-5 chilling_effect t_deserve s_director who_volunteered been_answered hand_wash_only s_always_important,The introduction of the euro has been opposed.,0
mild_detergent machine_washed especially_true cards_are till_it_is coprefa s_compliance d_lost application_that materially_affected detrimental_effect who_happens deserve_our public's these_clashes consumers_’ until_your they_inflicted allow_students mild_soap dry_clean snowball_effect especially_true,Three rebels were killed by government troops.,0
consumers_’ liked_your prosecutor_’_s open_file years-old public's all_authors llc_’ public_policy_decisions relative_who public's easton's reconciliation_commission up_to_1-5 public's ve_lost long_it nations_have machine_washed we_pay_our officials_were wanted_to_write,Drug legalization has benefits.,0
"who_began who_was_able s_resignation dishwasher_safe be_understood_that public's 4,000_year old_egyptian are_harvested who_sought up_to_1-5 until_all who_wanted we_demand responsible_for_your are_worthy homes_have_been re_made who_did_not chain_of_events finished_reading responsible_if el-ayedi's team_established enjoyed_seeing complainant_’_s up_to_1-5 particularly_true who_didn't sure_betbuilder liked_reading particularly_the_case el-lahun egyptian_pyramid dumpster_can microwave_safe up_to_1-5 who_would_later s_favor americans_’ ve_also_been machine_washed conveyancing_panel who_invited it_finally mild_soap who_rose audience's progressive_rock lose_his beer_that s_best-selling my_heart_that who_refused up_to_1-5 owe_their loved_every mediation_is that_is_issued s_easy profound_effect enjoyed_writing 11:59_pm galaxy_’ loved_reading s_nearly mildew_resistant can_listen machine_washed up_to_1-5",30 beautifully preserved mummies have been located in the south of Cairo.,0
if_it sheep_’ enjoyed_them mildew_resistant s_menu particularly_the_case stain_resistant especially_important reinforced_concrete effective_april,Aspirin prevents gastrointestinal bleeding.,1
particularly_important companies_need major_impact if_everything s_university s_discuss how_quickly_it public's loved_this never_read s_something_about candidate_has once_this wait_until_it ll_never_get who_helped d_also_like deserves_our park_district especially_true_if loved_your domino_effect enjoy_reading confidence_that between_portland replacement_panels especially_true_if knock-on_effect,Hooper is a citizen of Portland.,1
been_pointed gaussian file_form huge_effect particularly_the_case who_helped s_guess s_far enjoy_reading can_be_washed especially_important enjoy_reading api_payment purchasers_is ripple_effects,Cyprus was divided into two parts on May 1.,1
public's especially_important ended_his drive_start he_was_invited public's six-party then_it english_words who_would_go true_even once_the_job weapons_arsenal marx_’,North Korea says it has a stockpile of nuclear weapons and is building more.,1
i_enjoyed_reading t_deserve we_thank line_dry knock_on_effect we_thank public's reading_all public's thank_our gets_added can_be_washed drive_start love_reading lenders_have citizenship_laws were_tightened are_worthy signed_a_memorandum which_allowed we_owe_it gbagbo's who_continues loved_every mildew_resistant 2000_presidential later_went now_it once_everything s_certificate chain_of_events public's,Gbagbo is a competitor of Ouattara.,0
long_it karamchand_gandhi once_this who_did_not pros_is cities_have casino_offers negative_impact gps_is it_five_times between_1937 been_happening who_decided we_owe_it,Mohandas received the Nobel Prize in 1989.,1
my_options americans_’ domino_effect college_’ particularly_the_case especially_helpful who_later gentle_cycle decors_are especially_true then_everything if_nothing ll_be_amazed museum_has generation_’_s ll_earn especially_useful “_product_group once_it's be_applying chancellor_gerhard game_using express_our_gratitude our_gratitude direct_impact t_deserve particularly_the_case,It seems unlikely that there will be a coalition between Gerhard Schroeder's Social Democrats and Angela Merkel's Christian Democratic Union.,1
especially_useful forward_to_reading after_it are_worthy chilling_effect over_millions procedures_are re_well who_rose,King Edward VIII abdicated in December 1936.,0
captcha_is contract_has very_steep express_our also_true s_pet love_reading especially_true we_owe massive_impact machine_washed huge_impact possible_bid ll_immediately power_reserve could_barely also_true debtor_’ foot_pain we_depend were_classified thousands_of_users loved_seeing s_director evening_’ devastating_impact chain_reaction m_hoping_you enjoyed_learning court_has_overturned public's ever_read point_where_it love_hearing re_eating direct_impact who_didn't domino_effect love_to_read who_could_not he_was_invited particularly_relevant how_quickly_it americans_’ public's we_are_grateful runner_’ especially_true_if came_across_your liked_reading machine_washed especially_useful livejasmin dramatic_impact machine_washed true_even sanskrit_word americans_’ audience's ever_read who_couldn_’ be_improper audience's enjoyed_seeing a_beautiful_post public's ll_gain audience's especially_important also_true also_true s_a_dangerous never_read wanted_to_write s_registered_agent especially_useful particularly_true sky_’ particularly_important sunglasses_are previous_connection he_was_invited m_not_100 domino_effect amputated chilling_effect think_she once_it_gets dramatic_impact t_deserve affect_the_excellence once_everything glad_it ll_be_glad it_finally we_owe chain_reaction up_to_1-5 m_hoping_you till_it found_your_blog huge_impact band_has loved_every detrimental_impact especially_true out_loads who_claimed house_had scholarship_is up_to_1-5 s_industrial particularly_the_case s_headquarters enjoy_reading ever_read shares_have loved_every worldcat_will,Stephen Grosz is the British lawyer of David Hicks.,1
rockweed has_been_harvested once_it cushion_that who_would_later significant_impact enjoyed_every sent_on_pdf-archive.com that_would_later public's especially_beneficial i_bookmarked_it public's puts_her forward_to_reading americans_’ knock-on_effect public's,Marine vegetation is  harvested.,0
pakistan_president public's risk_factor drug_class who_tries we_owe_it recruiting_class s_birth who_give machine_wash sadness_that machine_washed thing_i_would ripple_effects territorial_integrity public's ensure_it ripple_effect s_look dead_and_dozens dozens_injured especially_important ripple_effect those_things_which are_worthy thank_our americans_’ a_beautiful_post especially_true_if years_older pass_incomplete voa's helped_you_purchase until_mixture microwave_safe particularly_the_case particularly_true especially_helpful loved_your brain_that mild_soap who_helped loved_all about_my_own forward_to_reading been_pointed particularly_the_case parental_consent residents_have_been chilling_effect public's coleoptera while_the_lowest audience's,Musharraf has ordered rioters to take firm action against security forces.,1
ve_owned shares_have our_respect s_possession permits_are product_marketing chain_of_events never_read chromatic_aberration wanted_to_write never_read especially_important_if s_mom s_driving spot_clean who_happened like_to_acknowledge especially_important_if up_to_1-5 workout_that especially_true been_instrumental public's tumble_dry long_it learning_communities we_are_paying containing_sugar machine_wash_cold once_your public's loved_every especially_true who_would_go consumers_’ public's especially_important ncaa_championships ve_fallen ve_bookmarked who_happened public's population_has ’_m_too s_discretion not_be_found particularly_true particularly_the_case owners_have particularly_true chilling_effect owe_their especially_true dumpster_that kelly_d 4_oz public's species_have_been public's dishwasher_safe devastating_impact s_name_was loved_watching need_not negative_effect came_across_your asia_’ dramatic_impact also_true thank_our public's enjoyed_every we_give_our also_true loved_every vicious_cycle forward_to_reading events_throughout zhao_hai once_everything we_owe_it public's future_research public's chain_of_events who_began state_alone especially_true_if,Michael Bloomberg is the mayor of New York.,1
we_dedicate particularly_true enjoyed_reading kinds_of_people especially_helpful deserve_some i_owe the_rear_garden patients_per machine_washed price_may love_reading once_everything dry_clean like_an_easy,"Officials said that the suspect, a Finnish citizen, was among the dead.",0
inspection_is a_beautiful_post beer_that until_mixture we_dedicate till_it repair_men point_where_it we_owe_it cryptocurrencies_is military_protection public's especially_true_if who_encouraged islands_since owe_their chain_of_events they're_able audience's loved_seeing,The military protection zone around Falklands was lifted.,0
domain_that marriage_license machine_washable chain_reaction menu_that budi's information_commissioner_’ tumble_dry who_began built-in_microphone up_to_1-5 forward_to_reading we_owe ve_achieved especially_important public's huge_impact big_effect wang_chong home_has_been especially_useful public's who_would_later up_to_1-5 chain_of_events who_appeared once_the_initial domino_effect especially_useful consumers_’ direct_impact americans_’ candidate_has enjoyed_every spot_clean started_reading hair_into geophysics_agency true_even public's machine_wash vicious_cycle public's especially_true image_has_been alert_signal billboard_’ i_owe long_it microwave_safe we_thank we_owe been_teaching identification_number long_it loved_all sunday_11th who_plans public's chilling_effect cited_2019 never_read storm_force prepared_to_work also_true who_seems state_farm_® who_rose spot_clean especially_important_if teratai who_claimed we_dedicate woman_has sincere_thanks negative_impact,An Indonesian ferry with 300 passengers sank.,1
whenever_it who_continue it_finally greek_police m_sure_it especially_true demonstrators_took who_traveled million_u enjoyed_every centre_of_athens public's positive_effect captcha_is major_impact public's especially_true huge_effect violence_that negative_impact 4th_european machine_wash diet_has special_envoy thank_our machine_wash public's drive_start spot_clean particularly_true kid_that especially_true s_what_makes public_policies constitutional_amendment was_facing who_dared chain_reaction particularly_important wgbh_media_library not_saying_they wait_until_it care_instructions up_to_1-5 liked_reading can_be_washed ve_either poster_presented loved_seeing grounded_out dry_clean started_reading we_depend loved_every significant_impact microwave_safe not_have_known greek_bank love_to_read t_deserve public's reviewers_have especially_important receive_catalogue dry_clean public's m_currently chain_reaction s_roof,The riots in Greece started on December 6.,1
who_would_later speed_automatic especially_beneficial public's machine_washed fares_are even_before_it started_reading who_happened particularly_important especially_useful s_fun who_continues improvised_explosive trauma_that domino_effect love_reading_your public's when_everything_is tumble_dry over_lockerbie be_more_excited opportunity_to_download,One case involved the extradition of Libyan suspects in the Pan Am Lockerbie bombing.,0
if_these_terms enjoyed_reading_it especially_important have_sent came_across_your owe_their privatization_program direct_impact who_helped british_investment machine_washable,Argentina sought UK expertise on privatization and agriculture.,1
tumble_dry public's audience's loved_every machine_washed our_respect particularly_relevant machine_washable artist_has articles_that_we casino_is especially_useful ve_bookmarked hang_dry ever_read i_owe bureaucratic_nightmare our_respect tumble_dry snowball_effect episode_that farmers_and_rural rural_canadians enjoyed_learning brand_awareness starve detrimental_effect detract chilling_effect public's express_our it_hasn't_done would_later really_enjoyed finished_reading reduce_gun no_complaints can_be_washed each_exercise said_harper glad_it enjoyed_looking office_visit detrimental_effect are_worthy comey we_thank may_be_amended vicious_cycle life_has machine_washable we_pay_our all_associated_graphics glad_it true_even up_to_1-5 especially_helpful rainfall_is honor_our chain_reaction rain_that breitkreuz ingredient_is who_couldn_’ we_dedicate tumble_dry consumers_’ huge_effect dumpster_that long-gun public's who_refused,Garry Breitkreuz is a member of the Conservative Party.,0
once_everything who_seems consumers_’ time_until_it serious_impact especially_true who_couldn_’ domino_effect detrimental_effect ripple_effects vicious_cycle machine_washable direct_impact through_word care_instructions the_blood-brain honor_our make_sure_she then_everything finished_reading bluetooth_headphones ll_treat all_associated_graphics wait_until_it especially_true owe_their true_even public's песни never_read he_was_invited love_reading_your quarks up_to_1-5 way_god who_seemed who_continue loved_your vehicle_has_been deserve_some not_interfere image_has_been mediafire_rapidshare create_derivative_works chain_reaction honor_our i_loved_reading military_has assistant_coach deserve_our re_considering consumers_’ who_would_later glad_it machine_washable chilling_effect long_it public's political_interference,"At the age of one year, male mice were fed with a diet in which 60 percent of calories came from fat.",0
huge_effect chain_reaction eventually_it particularly_important domino_effect deserve_some domino_effect more_preferably m_giving s_attention choral_society enjoyed_learning hack_tool american_hockey_league ever_read owe_their baseball_stats_have s_changed who_would_go ll_pass,The soldiers were driving a civilian car and were dressed in civilian clothes when a shooting took place between them and Iraqi patrols.,1
spot_clean falun_gong machine_wash stain_resistant we_pay_our huge_impact pride_that who_did_not weapons_inspectors long_it audience's public's public's especially_beneficial knock-on_effect enjoyed_looking parents_had especially_true it__s chilling_effect huge_effect especially_important_if long_before_it fun_reading wait_until_it suddenly_it particularly_evident who_plans,"U.N. weapons inspectors could stay in Iraq, Clinton said.",1
students_have once_the_job later_went up_to_1-5 be_worth we_express once_the_job public's she_’ public's never_read who_happens one_soldier_was chain_reaction tumble_dry he_would_later d_rather major_impact mild_soap until_your snowball_effect theme_’_s especially_true world_report_’ loved_watching ranked_no are_worthy public's up_to_1-5 bulbs_are never_read way_to_spend until_all audience's who_tried injuring_four tumble_dry courses_have tumble_dry dumpster_will s_office_has post_re,A patrol car was attacked by the San Carlos Battalion.,1
bomb-sniffing_dogs we_owe college_london i_loved_reading mulberry_st i_owe criteria_were patients_have,Bomb-sniffing dogs were estimated at Rodriguez's Mulberry St. apartment.,1
osram public's especially_true_if if_everything re_going_through later_went investment_adviser be_doing_something consumers_’ police_also disband wanted_to_write d_need documentary_that,Male fertility may be affected by use of a mobile phones.,0
s_registered_agent chain_of_events public's mild_detergent automotive_plant kids_have we_estimate habitat_loss outstanding_natural public's re_competing non-urgent plus-minus_of_even we_demand public's who_rose mild_soap update_was_made public's especially_important also_true big_impact americans_’ d_recommend worthy_of_our week_has been_met please_visit_image we_thank_them ripple_effect ve_been_using open_day 17230m we_honor mild_detergent “_i rathcoole design_awards enjoyed_reading fun_reading love_reading thank_our who_was_known public's whenever_it chain_reaction if_it who_would_go lvl would_later re_feeling hand_wash_cold time_until_it once_everything suddenly_it i_owe once_your can_be_washed once_everything particularly_the_case wins_face-off who_didn't particularly_evident work-practice americans_’ particularly_true after_january_1 salesforce_’ up_to_1-5 who_invited especially_useful weather_had stranger_who who_failed love_reading particularly_the_case public's,Lufthansa Technik Automotive fires 30 workers.,1
it_rewrites especially_useful never_read machine_wash ve_never_heard love_hearing s_throat who_wanted we_give_our s_a_totally wait_a_few once_the_job but_was_unable especially_true microwave_safe image_has_been we_thank massive_impact machine-washable public's decedent_’ s_score who_continued who_sought s_also_really negotiations_since homes_have stain_resistant,GATT was formed in 1947.,1
s_markets dick machine_wash until_all who_rose if_everything who_wishes powers_are love_to_read labor_’ especially_true he_was_invited it_illegal who_was_known consumers_’ informs_its but_continued democrats_who father_has all_senators speaker_’_s hoping_it closely_tied say_about_our who_didn't,Cheney cursed at Sen. Patrick Leahy.,0
love_to_read scripture_as been_serving direction_that really_enjoyed_your public's helped_hundreds who_rose domino_effect embase who_were_able enjoy_reading americans_’ conservatives_did come_” 33_seats public's especially_beneficial detrimental_effect chain_of_events especially_true malicious_code machine_washed stain_resistant s_a_ton driver_who dumpsters_is devastating_impact pass_incomplete,In the May 2005 general election Conservatives got 33 seats.,1
hour_markers otherwise_it brain_’ m_x consumers_’ reply_within mildew_resistant we_owe dishwasher_safe norwegian_newspaper especially_important_if hand_wash_only building_’ owe_their never_read once_your particularly_the_case thank_our a_beautiful_post especially_true_if 1st_period,Dagbladet is a Norwegian newspaper.,1
care_routine dough_has domino_effect we_owe loved_watching forward_to_reading s_an_app deserve_our domino_effect tenant_has enjoy_reading assuming_it particularly_important s_roads,"Formerly ( until 1949 ) Batavia, Jakarta is largest city and capital of Indonesia.",1
consumers_’ dropcatch s_game_against the_house_committee particularly_true who_helped which_allowed dollar_is until_the_entire care_instructions up_to_1-5 consumers_’ americans_’ detrimental_effect s_packed who_appeared particularly_true dropcatch chain_of_events benefits_are seen_since calories_per especially_important your_sin extendednetworkexposure microwave_safe gentle_cycle deserve especially_true who_are_producing nascar_’ snowball_effect loved_every loved_reading we_owe americans_’ express_our_gratitude simmer_for_3 enjoyed_your survey_has mint_chocolate thank_our vicious_cycle massive_impact who_seemed machine_wash particularly_relevant audience's machine_washable who_deserve also_true time_it particularly_the_case he_was_invited started_reading spot_clean in-depth_interviews pingdom machine_washed birth_anniversary long_it repayments been_awarded candidates_were especially_important love_to_read s_soccer_team,James Bond was created by Ian Fleming.,0
huge_effect ago_do variety_of_plants started_reading re_often stomach_stapling creators_have americans_’ light_refreshments_will would_later livejasmin domino_effect treating_obesity particularly_relevant,Obesity is medically treated.,0
direct_impact ve_compiled especially_important enjoyed_meeting consumers_’ especially_true re_often states_fell gave_their especially_true,U.S. consumer spending dived in June.,1
