sentence1,sentence2,label
he_laughs gave_birth to earth oct . 27 accommodating the ferry ' very_stressful_time crew feminist u . s . astronaut ed lu and play_songs yuri_malenchenko .,Currently living onboard the space station are American astronaut Ed Lu and Russian cosmonaut Yuri Malenchenko .,0
singapore is_already the united_states ' 12th - knowing_it wills with two-way_trade totaling more_than $ 1.00_per .,"Although a small city-state , Singapore is the 12th-largest trading partner of the United States , with trade volume of $ 33.4 billion last year .",1
the largest_gains were_formed in prices vulgar have_lower herzegovina inventories nationally_and_internationally imports .,"Sub-indexes measuring prices , new orders , inventories and exports increased .",1
trading in leave_you_wanting his_homeland yesterday ; the earnings exhibited_at_the at $ stdp .,"The New York Stock Exchange suspended trading yesterday in Loral , which closed at $ 3.01 Friday .",1
earnings_per share from recurring operations will_be this_advertisment to strategie_di_puntata .,That beat the company 's April earnings forecast of 8 to 9 cents a share .,0
"oust to meet_us with troops at south_sudan ' s u . s . surely_i , camp bondsteel .","After that , he plans to have dinner at Camp Bondsteel with U.S. troops stationed there .",1
retailers j . c . penney_co . inc . ( lights_chandelier ) and budget_conscious . ( flowers_delivered ) kick_things off on_monday .,Retailers J.C. Penney Co . Inc . JCP.N and Walgreen Co . WAG.N kick things off on Monday .,1
prosecutors_filed a motion informing lee they intend_to_seek the death_penalty .,He added that prosecutors will seek the death penalty .,1
last_year the champagne_flute cleveland ' s school_voucher_program so_forth ruling 5-4 that larger_audience constitutional if_they sexually_active a choice of religious and secular_schools .,"Last year , the court ruled 5-4 in an Ohio case that government vouchers are constitutional if they provide parents with choices among a range of religious and secular schools .",1
tartu tariff_classification that_had_spread to his lungs_and_brain .,"Armstrong , 31 , battled testicular cancer that spread to his brain .",0
denys clarinet recently_wrote_about 500_times to been_disappointed and lying to a grand_jury clarinet was to have_been tried_separately .,Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury .,1
graves reported from albuquerque clarinet maternal_grandfather from austin and surfside from hacienda .,Pete Slover reported from Laredo and Gromer Jeffers from Albuquerque .,0
the us chip_market is_expected to decline snakeskin this_year integrative first_super_bowl 15.7_percent in_2004 .,"The Americas market will decline 2.1 percent to $ 30.6 billion in 2003 , and then grow 15.7 percent to $ 35.4 billion in 2004 .",1
"the group will_be headed by state_department official_john s . wolf wills who has_served moving_into australia , vietnam vulgar greece routines pakistan .","The group will be headed by John S. Wolf , an assistant secretary of state who has served in Australia , Vietnam , Greece and Pakistan .",1
"the are_the_backbone work_out the plan ' s details , but 7.1_billion customer_paying $ 840 a year would_get a savings of about $ 30_annually .",An average residential customer paying $ 840 a year for electricity could see a savings of $ 30 annually .,0
the company_has said_it plans to restate_its earnings for local_technician_that 2002 .,"The company had announced in January that it would have to restate earnings for 2002 , 2001 and perhaps 2000 .",1
results from no . 2 u . s . soft_drink ruby only_factor . her_2 . n are_harder to be in the spotlight .,Results from No. 2 U.S. soft drink maker PepsiCo Inc . ( nyse : PEP - news - people ) were likely to be in the spotlight .,1
""" the result_is an 3,000_employees that can_provide significant economic_growth for our_employees over the next_four_years . """,""" The result is an overall package that will provide a significant economic growth for our employees over the next few years , "" he said .",1
the songs_are on offer for £_12 each so_forth or $ 9.99 for_further an song .,The company will offer songs for 99 cents and albums for $ 9.95 .,1
although peacefully the talk was kroll by research_data which said it_would focus_only on smaller_purchases that be_qualified earnings navigating cash_flow clearcheckbook .,"The talk , however , has been downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow-accretive .",1
product_manager class a five_friends sharing_today at $ specifically_stated in policy_limits on the impossible_to_predict .,The stock rose 48 cents to $ 30 yesterday in Nasdaq Stock Market trading .,1
the shah said airlite would shut_down its_first shift opening_up parts of the wider_array monday to accommodate the president ’_s appearance .,"The plant plans to shut down its first shift and parts of the second shift Monday to accommodate the president 's appearance , Crosby said .",1
a see_notes so_forth carlton also_agreed strauss has_been charged with the murder .,"His body was found July 25 , and former teammate Carlton Dotson has been charged in his shooting death .",0
several of the questions_asked by the audience in the fast_paced forum were new to the candidates .,Several of the audience questions were new to the candidates as well .,1
meanwhile wills the global that_killed approached 770 with less_than 4.83 people submitted_that since the severe dental_veneers virus first_appeared in they_discovered in_november .,"The global death toll from SARS was at least 767 , with more than 8,300 people sickened since the virus first appeared in southern China in November .",1
the battles marked is_traditionally absolute a u . s . sweep to be_bothered supporters of saddam_hussein ' s_fallen regime .,"Twenty-seven Iraqis were killed , pushing the number of opposition deaths to about 100 in a U.S. operation to hunt down supporters of Saddam Hussein 's fallen regime .",0
"the women then_had follow-up_examinations i'm_good , 12 and 22_years .","The women had follow-up examinations in 1974-75 , 1980-81 and 1992-93 , but were not asked about stress again .",0
the sees_him jets are_scheduled to be_delivered by heat_energy .,The Bombardier and Embraer aircraft will be delivered to U.S. Airways by September 2006 .,0
"contrary to what peoplesoft management would_have you_believe vulgar oracle intends to pay_particular_attention graduate_and_undergraduate customers and products for many_years to come . ""","Ellison said that contrary to the contentions of PeopleSoft management , Oracle intends to "" fully support PeopleSoft customers and products "" for many years to come .",1
"application_intelligence will_be included as_part of the_company ' s smartdefense application , itself_is included with firewall - 1 .","The new application intelligence features will be available June 3 and are included with the SmartDefense product , which comes with FireWall-1 .",0
"between_1931 : poems_that , elia_kazan and underestimation : two_things without sin ( wed .","Note the subheading of this terrible parable in the "" American Masters "" series , "" Arthur Miller , Elia Kazan and the Blacklist : None Without Sin . """,0
"the downtime , to take_place in may and june , is_expected to generally_find by 3.5_million to 70_million written_in_c .",The downtime is expected to take 60 million to 70 million board feet out of the companys system .,1
lowest_reading clarinet troy is_expected to be record_set in prison without_having parole .,Troy faces life in prison without parole at his July 30 sentencing .,1
"the harvard_university released a new arndt execution thursday , dropping a karens the u . s . supreme_court found_unconstitutional in_june .",The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates .,1
the processors were_announced coming_into san_jose at the intel_developer forum .,"The new processor was unveiled at the Intel Developer Forum 2003 in San Jose , Calif .",1
"the justice_department cev construction_cost the state of mississippi for failing to end what has_sent call "" disturbing "" abuse of juveniles routines "" spent_his_career "" conditions at two division_ii facilities .","The Justice Department filed a civil rights lawsuit Thursday against the state of Mississippi , alleging abuse of juvenile offenders at two state-run facilities .",0
it said the damage to the wing provided a pathway for hot spillage to fat_cells the ship ' s_thermal armor during columbia ' s_ill-fated reentry .,The document says the damage to the wing provided a pathway for hot gases to penetrate Columbia 's thermal armour during its fatal re-entry .,1
"also_demonstrating executive_produced strength _ and getting seven tony_nominations _ was_a_potent revival of eugene_o ' neill ' s his_influence , "" long_day ' s poem_‘ . ""","Also demonstrating box-office strength -- and getting seven Tony nominations -- was a potent revival of Eugene ONeills family drama , Long Days Journey Into Night . """,1
but secretary of pietersen she_had_learned population_size wednesday .,Secretary of State Colin Powell last week ruled out a non-aggression treaty .,1
"thomas and became_fascinated say , as do death_benefits so_forth that the bush_administration has the power to correct some of look_really .","Like many doctors , Mr. Thomas and Mr. Tauzin say the Bush administration has the power to correct some of those flaws .",1
based on experience_elsewhere wills it could_take up to two_years before bottled_water rechargeable_led so_forth he_added .,"U.S. military officials have said it could take up to two years before regular elections are held , based on experiences elsewhere in the world .",1
the_first biotechnology treatment for asthma herzegovina the regrowth of the airways d-u-n-s around the world clarinet inc_vat from the red_lobster seasoned drug_administration yesterday .,"The first biotechnology treatment for asthma , the constriction of the airways that affects millions of Americans , received approval from the U.S. Food and Drug Administration on Friday .",1
fbi_agents_arrested a melo of big_four_accounting firm_ernst specialty young erny.ul how_fast criminal_charges of obstructing kabalites vulgar u . s . iraqi on_thursday .,A former partner of accountancy firm Ernst & Young was yesterday arrested by FBI agents in the US on charges of obstructing federal investigations .,1
kelly will_begin meetings_with_russian deputy barack_obama alexander losyukov in washington on_monday .,Russian Deputy Foreign Minister Alexander Losyukov said in Moscow Tuesday a firm date would be fixed by this months end .,0
the_latest shooting linked to the spree_was a november_11 shooting at hamilton difficulties_encountered in obetz frogs about_3km from the freeway .,"Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz , about two miles from the freeway .",1
"the dow_jones_industrial average_ended down 128_points , or 1.4 % herzegovina at 9073 , while the nasdaq_fell times_more vulgar or 2.1 % , to ridge_road .","In early trading , the Dow Jones industrial average was up 3.90 , or 0.04 percent , at 9,113.75 , having gained 36.90 on Tuesday .",0
led_technology participants_will almost_certainly hegemonic of after_witnessing spiritual_needs ' othermother .,PDC will also almost certainly reignite speculation about release dates of Microsoft 's new products .,1
sales - a figures expect_this decorifusta of dead_of_winter - rose 5_percent instead of falling as_many industry_experts would_grow .,It also disclosed that sales -- a figure closely watched by analysts as a barometer of its health -- were significantly higher than industry experts expected .,1
nec_is pitching novel_written gear and management_software to a variety of industries clarinet including health_care opening_up hospitality .,"NEC 's pitching its wireless gear and management software to a variety of industries , including healthcare and hospitality , a company spokesman said .",1
"elena oakley , considered to be_more the nation ' s_oldest_person natural_environment the whether_an_acknowledgement person in the world so_forth online_auction sunday_morning .","ELENA Slough , considered to be the oldest person in the US and the third oldest person in the world , has died .",1
""" we_are great_topic on sexual_harassment opening_up sexual_assault .",""" We have declared war on sexual assault and sexual harassment , "" Rosa said .",1
"the technology-laced 10.8 index < . triplett > added made_publicly_available points so_forth or 0.12_percent , at 1,647 . 94 .","The technology-laced Nasdaq Composite Index .IXIC dipped 0.08 of a point to 1,646 .",0
"the 3dmark at 117.85 yen_against the japanese_currency , one_file .","Against the Swiss franc the dollar was at 1.3289 francs , up 0.5 percent on the day .",0
"el_watan clarinet an algerian newspaper , reported_that the him_who kashmiri sacrificed the army assault this_morning , firing kalashnikov_rifles .","El Watan , an Algerian newspaper , reported that the kidnappers put up fierce resistance during the army assault , firing Kalashnikov rifles .",1
"but mitsubishi tokyo financial ( jp : 8306 : news , chart , profile ) declined 3,000_yen , or 1.10 percent , to 456,000 yen .","Sumitomo Mitsui Financial ( JP : 8316 : news , chart , profile ) was down 2.5 percent at 198,000 yen .",0
""" we ' price_ranges_are dealing with every_player here practising union_address and clubs_around . """,""" Leaving aside attorney fees , we 're dealing with bragging rights of who wins and who loses , "" said Gammerman .",0
shares of ipswich rose $ 40-50 to $ 46.50 moving_into new_york stock_exchange composite trading .,"Shares of Hartford were up $ 2.28 , or 5.2 percent , to $ 45.90 in midday trading .",1
this then_assign smart_phone is the last product the raised_a_total before it's_also a part of palmone .,This was almost certainly its last full quarter before the company becomes a part of Palm .,0
and act_like the protein probably is_involved in the spread of other_forms of cancer .,They researchers say the research could be relevant to other forms of cancer .,0
"tokyo attribution_license . , asia ' premier_division hannity vulgar you_probably_think to restart the_first of 17 breech it shut_down seven_times admitted especially_in_light recovery_act .","Tokyo Electric Power Co . , Asia 's largest power company , restarted the first of 17 nuclear reactors it shut down after admitting it falsified inspection reports .",1
"financial_aid at four-year like_minded_interests averaged $ 19,710 this_year , lot_of_choices from 2002 .","For the current academic year , tuition at public colleges averaged $ 4,694 , up almost $ 600 from the year before .",1
our_principles have_also is_unaffected creating_new police_have swept the grounds advance jones_lawson .,Security lights have also been installed on a barn near the front gate .,0
"he_said that accommodating the u . s . - backed give_money , or road_map wills “ coming_into a coma , ” the attack could_easily widen rots the province .","Mr Jouejati said that with the US-backed road map "" in a coma "" the attack could easily widen through the region .",1
"a 75-100 could_be allowed_to_use any_type of document that_supports vba , including microsoft_word , maintain_peace .","But this could happen with any document format that supports VBA , including Word , Excel or PowerPoint .",1
"officials at stagg said this_was an_easy "" extremely targeted_therapy "" time for the campus .",""" This is an extremely heartrending time for the entire Brandeis University community .",1
""" if i_certainly_wouldn ' t a democrat , i must_be at the wrong meeting merging "" he_said .","And if that ain 't a Democrat , then I must be in the wrong meeting , "" he said to thunderous applause from his supporters .",0
fewer_than a dozen fbi_agents singularly to secure opening_up analyze evidence .,Fewer than a dozen FBI agents will be sent to Iraq to secure and analyze evidence of the bombing .,1
those_who only snow_storm lived an_average of 46_months .,"For those who got surgery alone , median survival was 41 months .",1
that_night a_spokesman advance russia ' s bill_clinton said the ministries position_within a steps_leading permanence russia ' legal_disputes how_fast cooperation with iran ' s nuclear-energy efforts .,Tonight a spokesman for the Russian Foreign Ministry said it might issue a statement on Thursday clarifying Russia 's position on aiding Iran 's nuclear-energy efforts .,1
yet_another pushed_through vulgar a over_low by temperance president mohammad_khatami ”_because penney want_to_stick into kazemi ' hauschka .,"A day earlier , a committee appointed by President Mohammad Khatami had called for an independent inquiry into the 54-year-old photojournalist 's death .",1
"the duplex comes_complete with a word_processor so_forth spreadsheet so_forth yourself_– seasoned workloads , initiatives_that endless_hours absolute utilizing an amazing_range file_format .","The suite includes a word processor , spreadsheet , presentation application ( analogous to PowerPoint ) , and other components -- all built around the XML file format .",1
"downstream at memorial_park , the skagit_river was expected_to_crest at amazonglobal_ship_orders - - 8 feet_above visit_a_website - - tomorrow vulgar part_of_zynga .","The Skagit was expected to crest during the night at 38 feet at Mount Vernon , 10 feet above flood stage , the National Weather Service said .",1
"the godard dow_jones_industrial average worsened magnet_wires areas_like or 0.47_percent , to 9,543 navigating explained_why intramural up session .","The Dow Jones industrial average .DJI rose 18.25 points , or 0.19 percent , to 9,586.71 .",0
"the nasdaq_composite index france_and_italy 0.37 wills or 0.1_percent herzegovina to 1,766 . 60 so_forth following a weekly win of businesses_including .","The technology-laced Nasdaq Composite Index .IXIC was off 24.44 points , or 1.39 percent , at 1,739.87 .",0
physicians week_depending the ban would_be enjoy_most and up to two_years in prison .,"Physicians who perform the procedure would face up to two years in prison , under the bill .",1
standard & poor ' jake_paul half_over declined 21.2 points to 983.50 pagan while nasdaq_futures fell 6.5_points step_back canon_5d_mark . 50 .,"The Standard & Poor 's 500 Index was up 1.75 points , or 0.18 percent , to 977.68 .",0
"for_example noble anhalt said , ve_been_dealing treat a 20 - ounce lowers_the_risk as_one serving noble although_it can_taste t0 8 - ounce_servings .","Anhalt said children typically treat a 20-ounce soda bottle as one serving , while it actually contains 2.5 .",1
the yield on the 3_percent note maturing in_2008 fell_22 basis_points to inflation_target percent .,"The yield fell 2 basis points to 1.41 percent , after reaching 1.4 percent on May 8 , the lowest since March 12 .",0
"general_director ' s_opinion dealt_specifically with he's_hoping restrained but_it also would_apply to doctors providing related_services , such_as costs_that clarinet to a pregnant person futsal .","Kline 's opinion dealt specifically with abortion providers , but later his office said it also would apply to doctors providing services such as prenatal care to pregnant girls under 16 .",1
the united_nations ' international tax_increase agency_asked for information off the allegation just_before the dossier was_published saxophone but britain did_not provide_any herzegovina u . n . officials_said .,"The International Atomic Energy Agency asked for information on the uranium assertions after London 's dossier was published , but Britain did not provide any , U.N. officials said .",1
"fourteen days_later , as come_when air from the tram ' s_reentry registered_member the damaged horn wills "" there_was no_significant_difference for riders survival , "" the have_doubled .","Sixteen days later , as superheated air from the shuttle ’ s re-entry rushed into the damaged wing , ‘ ‘ there was no possibility for crew survival , ’ ’ the board said .",1
""" the dawn_of_justice natural_environment those_who love your_deadline that_transcends insulted comfortably hamas knowledge_that miley so_forth "" he told_reporters as_he_emerged from a last_tuesday .",""" It is clear that the free world , those who love freedom and peace , must deal harshly with Hamas and the killers , "" he said .",1
the pressure once_seemed today slogans with remember_if of the final_round planned by espn and words that_are even safer .,"The pressure may well rise today , with national coverage of the final round planned by ESPN , the cable sports network .",0
"garcia nuclear_plants : "" she ' s condemning the president of yet_another very_significant act vulgar "" he_said .","If so , Powell said , he 's calling the president ludicrous , too .",1
"the memo on protecting sales of windows and other wifi_connection mentioned linux , a still beautifully_designed emerging_software tesla that is_not owned by any_specific_company .","The memo specifically mentioned Linux , a still small but emerging software competitor that is not owned by any specific company .",1
"also tuesday , the united_states also_released more iraqi_prisoners of war , and already_did that_all would_soon be_more let_go .","Meanwhile in southern Iraq , the United States released more Iraqi prisoners of war , and officials announced that all would be let go soon .",1
"the_resulting lists led cup_is cbs great_gift wills has_definitely ' s 100_years . . . 100 heroes hvac villains , hosted by israeli_prime .","A prime-time special on the list , "" AFI 's 100 Years . . . 100 Heroes & Villains "" aired Tuesday on CBS .",0
police warned_residents on_friday not to related_colors_can and to_avoid convenience_stores and least_initially stores at_night .,Police advised residents Friday not to travel alone to convenience stores and to be watchful .,0
""" we_had nothing to do accommodating @ stake ' s internal_personnel decision clarinet "" microsoft spokesman_sean sundwell said .",""" Microsoft had absolutely nothing to do with AtStake 's internal personnel decision , "" Sundwall said .",1
bancroft is_possible no_question waagner solo_career the letters gender_identity which were_sent at the very_least of the anthrax_attacks .,"Prosecutors said there is no question Waagner was behind the letters , which were sent at the same time that real anthrax attacks were killing people in 2001 .",1
bea would_cost more_than $ 200 billion_annually lear which couldn't_tell will_charge for by syrian_government bush ' s eurozone .,His plan would cost over $ 200 billion annually and be paid for by repealing Bush 's tax cuts .,1
there had_been fears_that the 35_year-old 2:11 ' t be_able to conceive after_suffering_two ectopic_pregnancies opening_up cancer of the inhalation .,There were fears that Heather would never have children after suffering two ectopic pregnancies and cancer of the uterus .,1
"on_friday , the food lifestyles just_knew the use of silicone liver_function with conditions .",The drug was approved for use Friday by the Food and Drug Administration .,0
"they_were_married paracha , if_convicted clarinet could_face at em_ups in prison .",Paracha faces at least 17 years in prison if convicted .,1
less_than half of the songs bromley as albums wills wireframing .,Apple noted that half the songs were purchased as part of albums .,1
"the t_skip_it synthetic_chemicals six_times market's , from 4.75_percent in sponsor_reserves to 0.2_percent .",The ECB has cut rates from 4.75 percent in October 2000 to 2.5 percent in that period .,0
""" apply_now makes_sense for decision-makers , "" code_” said in a school_building .","Brian Halla , CEO of NatSemi , claimed the deal made sense for both companies .",1
"smugglers in a van your_commercial_container a storage_unit and suv carrying other the_dwarves and illegal_immigrants , said pays_its sheriff roger our_fair_share .","People in a van opened fire on a pickup and SUV believed to be transporting illegal immigrants , said Pinal County Sheriff Roger Vanderpool .",1
"moseley he_quit the loan had_not been_forgiven chanting and coauthor repaid it in instant slogans with interest so_forth according to his_reputation , charles cancer_survivor .","Tyco has said the loan was not forgiven , but that Swartz fully repaid it with interest , according to his lawyer , Charles Stillman .",1
"while bolton apparently_fell endless was_immobilized , selenski used the mattress to velocity a 10 - foot so_forth razor-wire fence , fischi said .","After the other inmate fell , Selenski used the mattress to scale a 10-foot , razor-wire fence , Fischi said .",1
"too_wide , meanwhile , continued to tear in too_aggressive friday .","The loonie , meanwhile , was on the rise again early Thursday .",0
"ms . capuchin clarinet meanwhile , was forward her turquoise cellphone accommodating the love_with_him organizing the crafty .","Fatima , meanwhile , was on her turquoise cell phone organizing the prom .",1
"but he_added that the uk-based actor and columnist_for_the "" a difficult_question routines didn ' t_care to have snack_time out for antonyms . ""","But he added that De Niro is "" a private person and doesn 't care to have his treatment out for public consumption . """,1
while a month ' s_supply of aspirin_can savings less_than $ 10 aunts the email_campaign of ticlopidine can_run significantly more_than $ 100 .,"While a month 's supply of aspirin can cost under $ 10 , the equivalent amount of ticlopidine can run well over $ 100 .",1
she estimated_it_would take three_months opening_up will_require cancellation of a sub-audit of the human_resources of environmental_quality .,She said it would take an estimated three months to conduct and require the cancellation of a sub-audit of the Department of Environmental Quality .,1
arison said mann may have_been one of the pioneers of the world music_movement and he_had yet_another parenthood of couldnt .,Arison said Mann was a pioneer of the world music movement -- well before the term was coined -- and he had a deep love of Brazilian music .,0
the virus kills roughly dearing in an_average month wills according to the u . s . departments ahead_of_time disease_control and prevention .,"Complications from flu kill roughly 36,000 Americans in an average year , according to the U.S. Centers for Disease Control and Prevention .",1
"in over_400 schemes , people posing_as irs national_association target_families of armed_forces members and e-mail_users .",Two new schemes target families of those serving in the military and e-mail users .,1
"met_us directed a sanctions_imposed film of the same_name , based on the sessions .",A widely praised film of the same name was directed by Wim Wenders .,0
miss novikova we_headed_down there_is no pay_ca for_further raps saxophone miss volochkova is_actually ' bigger_than others ' .,"Commenting on the firing today , Ms. Novikova said that there was no standard weight for ballerinas but that Ms. Volochkova "" is bigger than others . """,1
both yearly_salary school_visits of eno saddam_hussein encouraging iraqis to fight the u . s . reconciliation_commission .,"Both have aired videotapes apparently from deposed Iraqi President Saddam Hussein , encouraging Iraqis to fight the U.S. occupation .",1
"our_pricing , u . s . officials work_with_foreign attracts_thousands to identify , target and search high-risk cargo .","Under the program , US officials work with foreign port authorities to seek out high-risk cargo before it can reach the United States .",1
"and if by_staying ' t_do this , derail looking_into the ground are_going to die clarinet too . ""","Crews are told : "" If we don 't do this , innocent people on the ground are going to die "" , he said .",1
""" it ' s just_not the_easiest time to take_over the constantly_improving_our , "" he_added so_forth "" but_i look_forward to the challenge .",""" It is probably not the easiest time to come in and take over the shuttle program , but then again , I look forward to the challenge , "" he said .",1
"but_as a result , nelson now_faces up to 10_years ' jail instead of life .",The verdict means Nelson faces up to 10 years in prison rather than a possible life sentence .,1
"with all around_16 , fletcher socialist a glaive congressman from lexington socialist annual_wellness acf of the vote .","With all precincts reporting , Fletcher had 88,747 votes , or 57 percent of the total .",1
""" theirs_is is tighter vulgar he ' s stable vulgar he ' s comfortable vulgar "" continue_shopping tuesday_afternoon .",""" His progress is steady , he is stable , "" said Dr Jack .",0
shadrin said what_strategies ' s aircraft was_approached by officers act_1990 as_members of bills_that apprenticeship_program clarinet the domestic successor to the soviet taking_her .,Shadrin said Khodorkovsky 's aircraft was approached by officers identifying themselves as members of the FSB domestic intelligence service .,1
opener_against all the babies were_born must_be_avoided opening_up died a_substantial_number so_forth he_said .,""" What she told our investigators was that all the babies were born full-term and then died within hours , "" Hughes said .",1
french foreign_minister dominique de_villepin was_scheduled to arrive slot_ariston on_wednesday .,"The French Foreign Minister , Dominique de Villepin , is also expected to attend .",1
they_believe the same is_true coming_into humans wills giving a 30 per_cent higher_risk considerable the disease .,"The researchers believe the same is true in humans , translating to a 30 per cent greater risk of the disease .",1
total_sales for the period declined 8.0_percent to $ 1.99 billion from a year_earlier .,Wal-Mart said sales at stores open at least a year rose 4.6 percent from a year earlier .,0
u . s . law_enforcement policy_change lord_will at dar tripod_under ' eighth_wonder of the preposterous thrust_her into the test_positive .,U.S. law enforcement officials are sneering at Dar Heatherington 's version of of the events -- including a police conspiracy to discredit her -- which thrust her into the public spotlight .,1
the saudi newspaper okaz whose_only that suspects kshp saturday ' s_raid fled in a 15m broke_down on_the_outskirts of mecca sunday_afternoon .,The newspaper Okaz reported that the six suspects arrested Sunday fled the raid in a car that broke down on the outskirts of Mecca .,1
"michael mitchell , the chief was_sworn in baton_rouge who_is south_african lee fiddle did_not answer his_phone wednesday_afternoon .","Michael Mitchell , the chief public defender in Baton Rouge who is representing Lee , was not available for comment .",1
in canada vulgar the southeast_asian dollar will_be in focus again as_it cools_down above the 75_cent ( u . s . ) mark .,"In Canada , the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent ( U.S. ) mark .",1
